"","term","loan_status","Date","home_ownership"
"16442"," 36 months","Charged Off","4/1/2010","RENT"
"16443"," 36 months","Fully Paid","4/1/2010","RENT"
"16444"," 36 months","Fully Paid","4/1/2010","RENT"
"16445"," 36 months","Fully Paid","4/1/2010","RENT"
"16446"," 36 months","Fully Paid","4/1/2010","RENT"
"16447"," 36 months","Fully Paid","4/1/2010","RENT"
"16448"," 36 months","Fully Paid","4/1/2010","RENT"
"16449"," 36 months","Fully Paid","4/1/2010","RENT"
"16450"," 36 months","Fully Paid","4/1/2010","RENT"
"16451"," 36 months","Charged Off","4/1/2010","OWN"
"16452"," 36 months","Fully Paid","4/1/2010","RENT"
"16453"," 36 months","Fully Paid","4/1/2010","RENT"
"16454"," 36 months","Fully Paid","4/1/2010","RENT"
"16455"," 36 months","Fully Paid","4/1/2010","RENT"
"16456"," 36 months","Fully Paid","4/1/2010","RENT"
"16457"," 36 months","Fully Paid","4/1/2010","RENT"
"16458"," 36 months","Fully Paid","4/1/2010","RENT"
"16459"," 36 months","Fully Paid","4/1/2010","RENT"
"16460"," 36 months","Fully Paid","4/1/2010","RENT"
"16461"," 36 months","Fully Paid","4/1/2010","RENT"
"16462"," 36 months","Fully Paid","4/1/2010","RENT"
"16463"," 36 months","Charged Off","4/1/2010","RENT"
"16464"," 36 months","Charged Off","4/1/2010","RENT"
"16465"," 36 months","Fully Paid","4/1/2010","RENT"
"16466"," 36 months","Fully Paid","4/1/2010","RENT"
"16467"," 36 months","Fully Paid","4/1/2010","RENT"
"16468"," 36 months","Fully Paid","4/1/2010","RENT"
"16469"," 36 months","Fully Paid","4/1/2010","RENT"
"16470"," 36 months","Fully Paid","4/1/2010","RENT"
"16471"," 36 months","Fully Paid","4/1/2010","OWN"
"16472"," 36 months","Fully Paid","4/1/2010","RENT"
"16473"," 36 months","Fully Paid","4/1/2010","RENT"
"16474"," 36 months","Fully Paid","4/1/2010","RENT"
"16475"," 36 months","Fully Paid","4/1/2010","RENT"
"16476"," 36 months","Fully Paid","4/1/2010","RENT"
"16477"," 36 months","Fully Paid","4/1/2010","RENT"
"16478"," 36 months","Fully Paid","4/1/2010","RENT"
"16479"," 36 months","Fully Paid","4/1/2010","OWN"
"16480"," 36 months","Fully Paid","5/1/2010","RENT"
"16481"," 36 months","Fully Paid","4/1/2010","RENT"
"16482"," 36 months","Fully Paid","4/1/2010","OWN"
"16483"," 36 months","Fully Paid","4/1/2010","RENT"
"16484"," 36 months","Fully Paid","4/1/2010","RENT"
"16485"," 36 months","Fully Paid","4/1/2010","OWN"
"16486"," 36 months","Fully Paid","4/1/2010","RENT"
"16487"," 36 months","Fully Paid","4/1/2010","RENT"
"16488"," 36 months","Fully Paid","4/1/2010","RENT"
"16489"," 36 months","Fully Paid","4/1/2010","RENT"
"16490"," 36 months","Fully Paid","4/1/2010","OWN"
"16491"," 36 months","Fully Paid","4/1/2010","OWN"
"16492"," 36 months","Fully Paid","4/1/2010","RENT"
"16493"," 36 months","Fully Paid","4/1/2010","RENT"
"16494"," 36 months","Fully Paid","4/1/2010","RENT"
"16495"," 36 months","Fully Paid","4/1/2010","RENT"
"16496"," 36 months","Fully Paid","4/1/2010","RENT"
"16497"," 36 months","Fully Paid","4/1/2010","OWN"
"16498"," 36 months","Fully Paid","4/1/2010","RENT"
"16499"," 36 months","Fully Paid","4/1/2010","OWN"
"16500"," 36 months","Fully Paid","4/1/2010","RENT"
"16501"," 36 months","Fully Paid","4/1/2010","RENT"
"16502"," 36 months","Fully Paid","4/1/2010","RENT"
"16503"," 36 months","Fully Paid","4/1/2010","RENT"
"16504"," 36 months","Fully Paid","4/1/2010","RENT"
"16505"," 36 months","Fully Paid","4/1/2010","RENT"
"16506"," 36 months","Fully Paid","4/1/2010","RENT"
"16507"," 36 months","Fully Paid","4/1/2010","RENT"
"16508"," 36 months","Fully Paid","4/1/2010","RENT"
"16509"," 36 months","Fully Paid","4/1/2010","RENT"
"16510"," 36 months","Fully Paid","4/1/2010","RENT"
"16511"," 36 months","Charged Off","4/1/2010","RENT"
"16512"," 36 months","Fully Paid","4/1/2010","RENT"
"16513"," 36 months","Fully Paid","4/1/2010","RENT"
"16514"," 36 months","Fully Paid","4/1/2010","RENT"
"16515"," 36 months","Fully Paid","4/1/2010","RENT"
"16516"," 36 months","Fully Paid","4/1/2010","OWN"
"16517"," 36 months","Fully Paid","4/1/2010","RENT"
"16518"," 36 months","Fully Paid","4/1/2010","RENT"
"16519"," 36 months","Fully Paid","4/1/2010","RENT"
"16520"," 36 months","Charged Off","4/1/2010","RENT"
"16521"," 36 months","Fully Paid","4/1/2010","OWN"
"16522"," 36 months","Fully Paid","4/1/2010","RENT"
"16523"," 36 months","Fully Paid","4/1/2010","RENT"
"16524"," 36 months","Fully Paid","4/1/2010","RENT"
"16525"," 36 months","Fully Paid","4/1/2010","RENT"
"16526"," 36 months","Charged Off","4/1/2010","RENT"
"16527"," 36 months","Fully Paid","4/1/2010","RENT"
"16528"," 36 months","Fully Paid","4/1/2010","RENT"
"16529"," 36 months","Fully Paid","4/1/2010","RENT"
"16530"," 36 months","Fully Paid","4/1/2010","RENT"
"16531"," 36 months","Fully Paid","4/1/2010","RENT"
"16532"," 36 months","Fully Paid","4/1/2010","RENT"
"16533"," 36 months","Fully Paid","4/1/2010","RENT"
"16534"," 36 months","Charged Off","4/1/2010","RENT"
"16535"," 36 months","Charged Off","4/1/2010","RENT"
"16536"," 36 months","Fully Paid","4/1/2010","RENT"
"16537"," 36 months","Fully Paid","4/1/2010","RENT"
"16538"," 36 months","Charged Off","4/1/2010","RENT"
"16539"," 36 months","Fully Paid","4/1/2010","RENT"
"16540"," 36 months","Fully Paid","4/1/2010","RENT"
"16541"," 36 months","Fully Paid","4/1/2010","RENT"
"16542"," 36 months","Fully Paid","4/1/2010","RENT"
"16543"," 36 months","Fully Paid","4/1/2010","RENT"
"16544"," 36 months","Fully Paid","4/1/2010","RENT"
"16545"," 36 months","Fully Paid","4/1/2010","RENT"
"16546"," 36 months","Fully Paid","4/1/2010","RENT"
"16547"," 36 months","Fully Paid","4/1/2010","RENT"
"16548"," 36 months","Fully Paid","4/1/2010","RENT"
"16549"," 36 months","Fully Paid","4/1/2010","RENT"
"16550"," 36 months","Fully Paid","4/1/2010","RENT"
"16551"," 36 months","Fully Paid","4/1/2010","RENT"
"16552"," 36 months","Fully Paid","4/1/2010","RENT"
"16553"," 36 months","Fully Paid","4/1/2010","RENT"
"16554"," 36 months","Charged Off","4/1/2010","RENT"
"16555"," 36 months","Fully Paid","4/1/2010","RENT"
"16556"," 36 months","Fully Paid","4/1/2010","RENT"
"16557"," 36 months","Fully Paid","4/1/2010","RENT"
"16558"," 36 months","Fully Paid","4/1/2010","RENT"
"16559"," 36 months","Charged Off","4/1/2010","RENT"
"16560"," 36 months","Fully Paid","4/1/2010","RENT"
"16561"," 36 months","Fully Paid","4/1/2010","RENT"
"16562"," 36 months","Fully Paid","4/1/2010","RENT"
"16563"," 36 months","Fully Paid","4/1/2010","RENT"
"16564"," 36 months","Charged Off","4/1/2010","RENT"
"16565"," 36 months","Fully Paid","4/1/2010","OWN"
"16566"," 36 months","Fully Paid","4/1/2010","RENT"
"16567"," 36 months","Fully Paid","4/1/2010","RENT"
"16568"," 36 months","Fully Paid","4/1/2010","RENT"
"16569"," 36 months","Fully Paid","4/1/2010","RENT"
"16570"," 36 months","Fully Paid","4/1/2010","RENT"
"16571"," 36 months","Fully Paid","4/1/2010","RENT"
"16572"," 36 months","Fully Paid","4/1/2010","RENT"
"16573"," 36 months","Fully Paid","4/1/2010","RENT"
"16574"," 36 months","Fully Paid","4/1/2010","RENT"
"16575"," 36 months","Fully Paid","4/1/2010","RENT"
"16576"," 36 months","Fully Paid","4/1/2010","RENT"
"16577"," 36 months","Fully Paid","4/1/2010","RENT"
"16578"," 36 months","Fully Paid","4/1/2010","RENT"
"16579"," 36 months","Fully Paid","4/1/2010","RENT"
"16580"," 36 months","Fully Paid","4/1/2010","RENT"
"16581"," 36 months","Fully Paid","4/1/2010","RENT"
"16582"," 36 months","Fully Paid","4/1/2010","OWN"
"16583"," 36 months","Fully Paid","4/1/2010","RENT"
"16584"," 36 months","Charged Off","4/1/2010","RENT"
"16585"," 36 months","Fully Paid","4/1/2010","RENT"
"16586"," 36 months","Fully Paid","4/1/2010","RENT"
"16587"," 36 months","Charged Off","4/1/2010","RENT"
"16588"," 36 months","Fully Paid","4/1/2010","RENT"
"16589"," 36 months","Fully Paid","4/1/2010","RENT"
"16590"," 36 months","Fully Paid","4/1/2010","RENT"
"16591"," 36 months","Fully Paid","4/1/2010","RENT"
"16592"," 36 months","Fully Paid","4/1/2010","RENT"
"16593"," 36 months","Fully Paid","4/1/2010","RENT"
"16594"," 36 months","Fully Paid","4/1/2010","RENT"
"16595"," 36 months","Fully Paid","4/1/2010","RENT"
"16596"," 36 months","Fully Paid","4/1/2010","OWN"
"16597"," 36 months","Fully Paid","4/1/2010","OWN"
"16598"," 36 months","Charged Off","4/1/2010","RENT"
"16599"," 36 months","Fully Paid","4/1/2010","RENT"
"16600"," 36 months","Fully Paid","4/1/2010","RENT"
"16601"," 36 months","Fully Paid","4/1/2010","RENT"
"16602"," 36 months","Fully Paid","4/1/2010","RENT"
"16603"," 36 months","Fully Paid","4/1/2010","RENT"
"16604"," 36 months","Fully Paid","4/1/2010","RENT"
"16605"," 36 months","Fully Paid","4/1/2010","RENT"
"16606"," 36 months","Fully Paid","4/1/2010","RENT"
"16607"," 36 months","Fully Paid","4/1/2010","RENT"
"16608"," 36 months","Fully Paid","4/1/2010","OWN"
"16609"," 36 months","Fully Paid","4/1/2010","RENT"
"16610"," 36 months","Charged Off","4/1/2010","RENT"
"16611"," 36 months","Fully Paid","4/1/2010","RENT"
"16612"," 36 months","Fully Paid","4/1/2010","RENT"
"16613"," 36 months","Fully Paid","4/1/2010","RENT"
"16614"," 36 months","Charged Off","4/1/2010","RENT"
"16615"," 36 months","Fully Paid","4/1/2010","RENT"
"16616"," 36 months","Fully Paid","4/1/2010","RENT"
"16617"," 36 months","Fully Paid","4/1/2010","RENT"
"16618"," 36 months","Fully Paid","4/1/2010","RENT"
"16619"," 36 months","Charged Off","4/1/2010","RENT"
"16620"," 36 months","Fully Paid","4/1/2010","RENT"
"16621"," 36 months","Fully Paid","4/1/2010","RENT"
"16622"," 36 months","Fully Paid","4/1/2010","RENT"
"16623"," 36 months","Fully Paid","4/1/2010","RENT"
"16624"," 36 months","Fully Paid","4/1/2010","RENT"
"16625"," 36 months","Charged Off","4/1/2010","RENT"
"16626"," 36 months","Fully Paid","4/1/2010","RENT"
"16627"," 36 months","Fully Paid","4/1/2010","RENT"
"16628"," 36 months","Fully Paid","4/1/2010","RENT"
"16629"," 36 months","Fully Paid","4/1/2010","RENT"
"16630"," 36 months","Fully Paid","4/1/2010","RENT"
"16631"," 36 months","Fully Paid","4/1/2010","RENT"
"16632"," 36 months","Fully Paid","4/1/2010","OWN"
"16633"," 36 months","Charged Off","4/1/2010","RENT"
"16634"," 36 months","Fully Paid","4/1/2010","RENT"
"16635"," 36 months","Charged Off","4/1/2010","RENT"
"16636"," 36 months","Fully Paid","4/1/2010","RENT"
"16637"," 36 months","Fully Paid","4/1/2010","RENT"
"16638"," 36 months","Fully Paid","4/1/2010","RENT"
"16639"," 36 months","Fully Paid","4/1/2010","RENT"
"16640"," 36 months","Fully Paid","4/1/2010","RENT"
"16641"," 36 months","Fully Paid","4/1/2010","RENT"
"16642"," 36 months","Charged Off","4/1/2010","OWN"
"16643"," 36 months","Fully Paid","4/1/2010","RENT"
"16644"," 36 months","Fully Paid","4/1/2010","RENT"
"16645"," 36 months","Fully Paid","4/1/2010","RENT"
"16646"," 36 months","Fully Paid","4/1/2010","RENT"
"16647"," 36 months","Fully Paid","4/1/2010","RENT"
"16648"," 36 months","Charged Off","4/1/2010","RENT"
"16649"," 36 months","Fully Paid","4/1/2010","RENT"
"16650"," 36 months","Charged Off","4/1/2010","RENT"
"16651"," 36 months","Charged Off","4/1/2010","RENT"
"16652"," 36 months","Fully Paid","4/1/2010","RENT"
"16653"," 36 months","Fully Paid","4/1/2010","RENT"
"16654"," 36 months","Fully Paid","4/1/2010","RENT"
"16655"," 36 months","Fully Paid","4/1/2010","RENT"
"16656"," 36 months","Fully Paid","4/1/2010","RENT"
"16657"," 36 months","Fully Paid","4/1/2010","OWN"
"16658"," 36 months","Fully Paid","4/1/2010","RENT"
"16659"," 36 months","Fully Paid","4/1/2010","RENT"
"16660"," 36 months","Fully Paid","4/1/2010","RENT"
"16661"," 36 months","Fully Paid","4/1/2010","RENT"
"16662"," 36 months","Fully Paid","4/1/2010","RENT"
"16663"," 36 months","Fully Paid","4/1/2010","RENT"
"16664"," 36 months","Fully Paid","4/1/2010","RENT"
"16665"," 36 months","Fully Paid","4/1/2010","RENT"
"16666"," 36 months","Fully Paid","4/1/2010","RENT"
"16667"," 36 months","Charged Off","4/1/2010","RENT"
"16668"," 36 months","Fully Paid","4/1/2010","RENT"
"16669"," 36 months","Fully Paid","4/1/2010","RENT"
"16670"," 36 months","Fully Paid","4/1/2010","RENT"
"16671"," 36 months","Charged Off","4/1/2010","RENT"
"16672"," 36 months","Fully Paid","4/1/2010","RENT"
"16673"," 36 months","Fully Paid","4/1/2010","RENT"
"16674"," 36 months","Fully Paid","4/1/2010","RENT"
"16675"," 36 months","Fully Paid","4/1/2010","RENT"
"16676"," 36 months","Charged Off","4/1/2010","RENT"
"16677"," 36 months","Fully Paid","4/1/2010","RENT"
"16678"," 36 months","Fully Paid","4/1/2010","OWN"
"16679"," 36 months","Fully Paid","4/1/2010","RENT"
"16680"," 36 months","Fully Paid","4/1/2010","RENT"
"16681"," 36 months","Fully Paid","4/1/2010","RENT"
"16682"," 36 months","Fully Paid","4/1/2010","RENT"
"16683"," 36 months","Fully Paid","4/1/2010","RENT"
"16684"," 36 months","Fully Paid","4/1/2010","RENT"
"16685"," 36 months","Fully Paid","4/1/2010","RENT"
"16686"," 36 months","Fully Paid","4/1/2010","RENT"
"16687"," 36 months","Fully Paid","4/1/2010","RENT"
"16688"," 36 months","Fully Paid","4/1/2010","RENT"
"16689"," 36 months","Fully Paid","4/1/2010","RENT"
"16690"," 36 months","Fully Paid","4/1/2010","RENT"
"16691"," 36 months","Fully Paid","4/1/2010","OWN"
"16692"," 36 months","Fully Paid","4/1/2010","RENT"
"16693"," 36 months","Fully Paid","4/1/2010","OWN"
"16694"," 36 months","Fully Paid","4/1/2010","RENT"
"16695"," 36 months","Charged Off","4/1/2010","RENT"
"16696"," 36 months","Fully Paid","4/1/2010","RENT"
"16697"," 36 months","Fully Paid","4/1/2010","RENT"
"16698"," 36 months","Fully Paid","4/1/2010","RENT"
"16699"," 36 months","Fully Paid","4/1/2010","RENT"
"16700"," 36 months","Fully Paid","4/1/2010","RENT"
"16701"," 36 months","Fully Paid","4/1/2010","RENT"
"16702"," 36 months","Fully Paid","4/1/2010","RENT"
"16703"," 36 months","Fully Paid","4/1/2010","RENT"
"16704"," 36 months","Fully Paid","4/1/2010","RENT"
"16705"," 36 months","Fully Paid","4/1/2010","RENT"
"16706"," 36 months","Fully Paid","4/1/2010","RENT"
"16707"," 36 months","Fully Paid","4/1/2010","RENT"
"16708"," 36 months","Fully Paid","4/1/2010","RENT"
"16709"," 36 months","Fully Paid","4/1/2010","RENT"
"16710"," 36 months","Fully Paid","4/1/2010","RENT"
"16711"," 36 months","Fully Paid","4/1/2010","RENT"
"16712"," 36 months","Charged Off","4/1/2010","RENT"
"16713"," 36 months","Fully Paid","4/1/2010","RENT"
"16714"," 36 months","Fully Paid","4/1/2010","RENT"
"16715"," 36 months","Fully Paid","4/1/2010","OWN"
"16716"," 36 months","Fully Paid","4/1/2010","OWN"
"16717"," 36 months","Fully Paid","4/1/2010","RENT"
"16718"," 36 months","Fully Paid","4/1/2010","RENT"
"16719"," 36 months","Fully Paid","4/1/2010","OWN"
"16720"," 36 months","Charged Off","4/1/2010","RENT"
"16721"," 36 months","Fully Paid","4/1/2010","RENT"
"16722"," 36 months","Fully Paid","4/1/2010","RENT"
"16723"," 36 months","Fully Paid","4/1/2010","RENT"
"16724"," 36 months","Fully Paid","4/1/2010","RENT"
"16725"," 36 months","Fully Paid","4/1/2010","RENT"
"16726"," 36 months","Fully Paid","4/1/2010","RENT"
"16727"," 36 months","Charged Off","4/1/2010","RENT"
"16728"," 36 months","Fully Paid","4/1/2010","RENT"
"16729"," 36 months","Charged Off","4/1/2010","RENT"
"16730"," 36 months","Fully Paid","4/1/2010","RENT"
"16731"," 36 months","Fully Paid","4/1/2010","RENT"
"16732"," 36 months","Fully Paid","4/1/2010","OWN"
"16733"," 36 months","Fully Paid","4/1/2010","RENT"
"16734"," 36 months","Charged Off","4/1/2010","RENT"
"16735"," 36 months","Fully Paid","4/1/2010","RENT"
"16736"," 36 months","Fully Paid","4/1/2010","RENT"
"16737"," 36 months","Fully Paid","4/1/2010","RENT"
"16738"," 36 months","Fully Paid","4/1/2010","RENT"
"16739"," 36 months","Fully Paid","4/1/2010","RENT"
"16740"," 36 months","Fully Paid","4/1/2010","RENT"
"16741"," 36 months","Fully Paid","4/1/2010","RENT"
"16742"," 36 months","Fully Paid","4/1/2010","RENT"
"16743"," 36 months","Fully Paid","4/1/2010","RENT"
"16744"," 36 months","Charged Off","4/1/2010","RENT"
"16745"," 36 months","Charged Off","4/1/2010","RENT"
"16746"," 36 months","Fully Paid","4/1/2010","OWN"
"16747"," 36 months","Fully Paid","4/1/2010","RENT"
"16748"," 36 months","Fully Paid","4/1/2010","OWN"
"16749"," 36 months","Fully Paid","4/1/2010","RENT"
"16750"," 36 months","Fully Paid","4/1/2010","RENT"
"16751"," 36 months","Fully Paid","4/1/2010","RENT"
"16752"," 36 months","Fully Paid","4/1/2010","RENT"
"16753"," 36 months","Fully Paid","4/1/2010","RENT"
"16754"," 36 months","Fully Paid","4/1/2010","RENT"
"16755"," 36 months","Fully Paid","4/1/2010","RENT"
"16756"," 36 months","Fully Paid","4/1/2010","RENT"
"16757"," 36 months","Charged Off","4/1/2010","RENT"
"16758"," 36 months","Fully Paid","4/1/2010","RENT"
"16759"," 36 months","Fully Paid","4/1/2010","RENT"
"16760"," 36 months","Fully Paid","4/1/2010","RENT"
"16761"," 36 months","Fully Paid","4/1/2010","RENT"
"16762"," 36 months","Fully Paid","4/1/2010","RENT"
"16763"," 36 months","Fully Paid","4/1/2010","RENT"
"16764"," 36 months","Fully Paid","4/1/2010","OWN"
"16765"," 36 months","Charged Off","4/1/2010","RENT"
"16766"," 36 months","Fully Paid","3/1/2010","RENT"
"16767"," 36 months","Fully Paid","4/1/2010","RENT"
"16768"," 36 months","Fully Paid","4/1/2010","RENT"
"16769"," 36 months","Fully Paid","4/1/2010","RENT"
"16770"," 36 months","Fully Paid","4/1/2010","RENT"
"16771"," 36 months","Fully Paid","4/1/2010","RENT"
"16772"," 36 months","Fully Paid","4/1/2010","RENT"
"16773"," 36 months","Charged Off","4/1/2010","RENT"
"16774"," 36 months","Fully Paid","4/1/2010","RENT"
"16775"," 36 months","Fully Paid","4/1/2010","RENT"
"16776"," 36 months","Fully Paid","4/1/2010","RENT"
"16777"," 36 months","Fully Paid","4/1/2010","RENT"
"16778"," 36 months","Fully Paid","4/1/2010","RENT"
"16779"," 36 months","Fully Paid","4/1/2010","RENT"
"16780"," 36 months","Fully Paid","4/1/2010","RENT"
"16781"," 36 months","Fully Paid","3/1/2010","RENT"
"16782"," 36 months","Fully Paid","4/1/2010","OWN"
"16783"," 36 months","Fully Paid","3/1/2010","RENT"
"16784"," 36 months","Fully Paid","4/1/2010","RENT"
"16785"," 36 months","Fully Paid","4/1/2010","RENT"
"16786"," 36 months","Fully Paid","4/1/2010","RENT"
"16787"," 36 months","Fully Paid","4/1/2010","RENT"
"16788"," 36 months","Fully Paid","3/1/2010","RENT"
"16789"," 36 months","Fully Paid","4/1/2010","OWN"
"16790"," 36 months","Fully Paid","4/1/2010","RENT"
"16791"," 36 months","Fully Paid","4/1/2010","RENT"
"16792"," 36 months","Charged Off","3/1/2010","RENT"
"16793"," 36 months","Fully Paid","4/1/2010","RENT"
"16794"," 36 months","Fully Paid","4/1/2010","RENT"
"16795"," 36 months","Fully Paid","4/1/2010","RENT"
"16796"," 36 months","Fully Paid","3/1/2010","RENT"
"16797"," 36 months","Fully Paid","4/1/2010","RENT"
"16798"," 36 months","Fully Paid","4/1/2010","RENT"
"16799"," 36 months","Fully Paid","3/1/2010","RENT"
"16800"," 36 months","Fully Paid","4/1/2010","RENT"
"16801"," 36 months","Fully Paid","4/1/2010","RENT"
"16802"," 36 months","Fully Paid","4/1/2010","RENT"
"16803"," 36 months","Fully Paid","3/1/2010","RENT"
"16804"," 36 months","Fully Paid","4/1/2010","RENT"
"16805"," 36 months","Fully Paid","4/1/2010","RENT"
"16806"," 36 months","Fully Paid","4/1/2010","RENT"
"16807"," 36 months","Fully Paid","3/1/2010","RENT"
"16808"," 36 months","Fully Paid","4/1/2010","RENT"
"16809"," 36 months","Fully Paid","3/1/2010","RENT"
"16810"," 36 months","Fully Paid","4/1/2010","RENT"
"16811"," 36 months","Fully Paid","4/1/2010","RENT"
"16812"," 36 months","Fully Paid","4/1/2010","RENT"
"16813"," 36 months","Fully Paid","4/1/2010","OWN"
"16814"," 36 months","Fully Paid","4/1/2010","RENT"
"16815"," 36 months","Charged Off","3/1/2010","RENT"
"16816"," 36 months","Fully Paid","4/1/2010","RENT"
"16817"," 36 months","Fully Paid","3/1/2010","RENT"
"16818"," 36 months","Fully Paid","3/1/2010","RENT"
"16819"," 36 months","Fully Paid","3/1/2010","RENT"
"16820"," 36 months","Fully Paid","4/1/2010","OWN"
"16821"," 36 months","Fully Paid","4/1/2010","RENT"
"16822"," 36 months","Fully Paid","4/1/2010","RENT"
"16823"," 36 months","Charged Off","3/1/2010","RENT"
"16824"," 36 months","Fully Paid","3/1/2010","RENT"
"16825"," 36 months","Fully Paid","4/1/2010","RENT"
"16826"," 36 months","Fully Paid","4/1/2010","RENT"
"16827"," 36 months","Charged Off","3/1/2010","OWN"
"16828"," 36 months","Fully Paid","4/1/2010","RENT"
"16829"," 36 months","Fully Paid","3/1/2010","RENT"
"16830"," 36 months","Fully Paid","3/1/2010","RENT"
"16831"," 36 months","Fully Paid","3/1/2010","RENT"
"16832"," 36 months","Fully Paid","4/1/2010","RENT"
"16833"," 36 months","Fully Paid","3/1/2010","OWN"
"16834"," 36 months","Charged Off","3/1/2010","RENT"
"16835"," 36 months","Fully Paid","3/1/2010","RENT"
"16836"," 36 months","Charged Off","3/1/2010","RENT"
"16837"," 36 months","Fully Paid","4/1/2010","RENT"
"16838"," 36 months","Charged Off","3/1/2010","RENT"
"16839"," 36 months","Fully Paid","4/1/2010","RENT"
"16840"," 36 months","Fully Paid","3/1/2010","RENT"
"16841"," 36 months","Fully Paid","3/1/2010","RENT"
"16842"," 36 months","Fully Paid","3/1/2010","RENT"
"16843"," 36 months","Fully Paid","3/1/2010","RENT"
"16844"," 36 months","Fully Paid","3/1/2010","RENT"
"16845"," 36 months","Fully Paid","3/1/2010","OWN"
"16846"," 36 months","Fully Paid","3/1/2010","RENT"
"16847"," 36 months","Fully Paid","4/1/2010","RENT"
"16848"," 36 months","Fully Paid","3/1/2010","RENT"
"16849"," 36 months","Fully Paid","3/1/2010","RENT"
"16850"," 36 months","Fully Paid","4/1/2010","RENT"
"16851"," 36 months","Charged Off","4/1/2010","RENT"
"16852"," 36 months","Fully Paid","3/1/2010","RENT"
"16853"," 36 months","Fully Paid","3/1/2010","RENT"
"16854"," 36 months","Fully Paid","3/1/2010","RENT"
"16855"," 36 months","Fully Paid","3/1/2010","RENT"
"16856"," 36 months","Fully Paid","4/1/2010","RENT"
"16857"," 36 months","Fully Paid","3/1/2010","RENT"
"16858"," 36 months","Charged Off","4/1/2010","RENT"
"16859"," 36 months","Fully Paid","4/1/2010","RENT"
"16860"," 36 months","Charged Off","3/1/2010","RENT"
"16861"," 36 months","Charged Off","4/1/2010","RENT"
"16862"," 36 months","Fully Paid","3/1/2010","RENT"
"16863"," 36 months","Fully Paid","4/1/2010","OWN"
"16864"," 36 months","Fully Paid","3/1/2010","OWN"
"16865"," 36 months","Charged Off","4/1/2010","RENT"
"16866"," 36 months","Fully Paid","3/1/2010","RENT"
"16867"," 36 months","Fully Paid","3/1/2010","RENT"
"16868"," 36 months","Fully Paid","3/1/2010","RENT"
"16869"," 36 months","Fully Paid","4/1/2010","RENT"
"16870"," 36 months","Fully Paid","3/1/2010","RENT"
"16871"," 36 months","Fully Paid","4/1/2010","RENT"
"16872"," 36 months","Fully Paid","4/1/2010","RENT"
"16873"," 36 months","Fully Paid","3/1/2010","RENT"
"16874"," 36 months","Fully Paid","3/1/2010","RENT"
"16875"," 36 months","Fully Paid","3/1/2010","RENT"
"16876"," 36 months","Fully Paid","4/1/2010","RENT"
"16877"," 36 months","Fully Paid","3/1/2010","RENT"
"16878"," 36 months","Fully Paid","3/1/2010","RENT"
"16879"," 36 months","Fully Paid","4/1/2010","OWN"
"16880"," 36 months","Fully Paid","3/1/2010","RENT"
"16881"," 36 months","Fully Paid","3/1/2010","OWN"
"16882"," 36 months","Fully Paid","3/1/2010","RENT"
"16883"," 36 months","Fully Paid","3/1/2010","RENT"
"16884"," 36 months","Fully Paid","3/1/2010","RENT"
"16885"," 36 months","Fully Paid","3/1/2010","RENT"
"16886"," 36 months","Fully Paid","3/1/2010","RENT"
"16887"," 36 months","Fully Paid","4/1/2010","RENT"
"16888"," 36 months","Fully Paid","3/1/2010","RENT"
"16889"," 36 months","Fully Paid","3/1/2010","RENT"
"16890"," 36 months","Fully Paid","3/1/2010","OWN"
"16891"," 36 months","Fully Paid","4/1/2010","RENT"
"16892"," 36 months","Fully Paid","3/1/2010","RENT"
"16893"," 36 months","Charged Off","3/1/2010","RENT"
"16894"," 36 months","Fully Paid","3/1/2010","RENT"
"16895"," 36 months","Fully Paid","3/1/2010","RENT"
"16896"," 36 months","Fully Paid","3/1/2010","RENT"
"16897"," 36 months","Fully Paid","4/1/2010","OWN"
"16898"," 36 months","Fully Paid","3/1/2010","RENT"
"16899"," 36 months","Charged Off","3/1/2010","RENT"
"16900"," 36 months","Fully Paid","3/1/2010","RENT"
"16901"," 36 months","Fully Paid","4/1/2010","RENT"
"16902"," 36 months","Fully Paid","3/1/2010","OWN"
"16903"," 36 months","Fully Paid","3/1/2010","RENT"
"16904"," 36 months","Fully Paid","3/1/2010","RENT"
"16905"," 36 months","Fully Paid","3/1/2010","OWN"
"16906"," 36 months","Charged Off","4/1/2010","RENT"
"16907"," 36 months","Fully Paid","4/1/2010","RENT"
"16908"," 36 months","Charged Off","3/1/2010","OWN"
"16909"," 36 months","Fully Paid","3/1/2010","OWN"
"16910"," 36 months","Fully Paid","3/1/2010","RENT"
"16911"," 36 months","Fully Paid","3/1/2010","RENT"
"16912"," 36 months","Charged Off","4/1/2010","RENT"
"16913"," 36 months","Fully Paid","3/1/2010","OWN"
"16914"," 36 months","Fully Paid","3/1/2010","RENT"
"16915"," 36 months","Fully Paid","3/1/2010","OWN"
"16916"," 36 months","Fully Paid","3/1/2010","RENT"
"16917"," 36 months","Fully Paid","3/1/2010","RENT"
"16918"," 36 months","Fully Paid","3/1/2010","RENT"
"16919"," 36 months","Fully Paid","3/1/2010","RENT"
"16920"," 36 months","Fully Paid","3/1/2010","RENT"
"16921"," 36 months","Fully Paid","3/1/2010","RENT"
"16922"," 36 months","Fully Paid","3/1/2010","OWN"
"16923"," 36 months","Fully Paid","3/1/2010","RENT"
"16924"," 36 months","Fully Paid","3/1/2010","RENT"
"16925"," 36 months","Fully Paid","3/1/2010","OWN"
