" Cloud Service Provider"," Cloud Service Offering"," Type"," Service Model"," Leveraged A T O"," Authorization Date"," Announcement Date"," Agency"," Subagency"," Independent Assessor"," Package Id"
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Justice,United States Marshals Service,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Environmental Protection Agency,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Universal Service Administrative Company,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Energy,National Nuclear Security Administration / Nevada Field Office,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Health and Human Services,Centers for Medicare & Medicaid Services,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Homeland Security,Immigration and Customs Enforcement,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Commerce,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Energy,Los Alamos National Laboratory,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Homeland Security,Cybersecurity & Infrastructure Security Agency,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Federal Communications Commission,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Defense,Defense Security Cooperation Agency,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,United States International Trade Commission,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Commerce,Bureau of Economic Analysis,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,National Labor Relations Board,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Social Security Administration,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Labor,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of the Interior,Bureau of Safety and Environmental Enforcement,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of State,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Library of Congress,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Commerce,International Trade Administration,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of the Treasury,Bureau of the Fiscal Service,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Nuclear Regulatory Commission,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Health and Human Services,Food and Drug Administration,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Commerce,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,U.S. International Development Finance Corporation,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,United States Agency for International Development,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Pension Benefit Guaranty Corporation,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Defense,Defense Information Systems Agency,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Defense,Defense Acquisition University,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Education,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Federal Retirement Thrift Investment Board,,,F1305072116
ServiceNow,Government Community Cloud,JAB,"PaaS, SaaS",Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,F1305072116
"Seven Bridges Genomics, Inc",Seven Bridges Platform,Agency,PaaS,No,02/04/2022,06/06/2022,Department of Health and Human Services,,"Schellman Compliance, LLC",FR2033152148
Siemens Government Technologies,Siemens Defense Cloud,,SaaS,No,,,,,"Schellman Compliance, LLC",FR2219453187
Sirsi Corporation (SirsiDynix),EOS.Web,Agency,SaaS,No,01/30/2019,03/13/2020,U.S. International Development Finance Corporation,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR1818459251
Sirsi Corporation (SirsiDynix),EOS.Web,Agency,SaaS,Yes,,,Department of the Interior,Bureau of Reclamation,,FR1818459251
Sirsi Corporation (SirsiDynix),EOS.Web,Agency,SaaS,Yes,,,Department of the Interior,National Park Service,,FR1818459251
Skillsoft,Percipio,Agency,SaaS,No,10/04/2021,03/04/2022,Department of Agriculture,,Booz Allen Hamilton,FR2118043605
Skillsoft,Percipio,Agency,SaaS,Yes,,,Department of the Treasury,,,FR2118043605
Skillsoft,Percipio,Agency,SaaS,Yes,,,General Services Administration,,,FR2118043605
Skillsoft,Percipio,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,FR2118043605
Skillsoft,Private Cloud,Agency,SaaS,No,02/28/2017,05/15/2017,Environmental Protection Agency,,Booz Allen Hamilton,F1207261443
Skillsoft,Private Cloud,Agency,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,F1207261443
Skillsoft,Private Cloud,Agency,SaaS,Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,F1207261443
Skyhigh Security,Security Service Edge (Formerly McAfee MVISION),JAB,SaaS,No,03/31/2020,04/29/2020,JAB Authorization,,Kratos,F1506096710
Skyhigh Security,Security Service Edge (Formerly McAfee MVISION),JAB,SaaS,Yes,,,Department of Commerce,,,F1506096710
Skyhigh Security,Security Service Edge (Formerly McAfee MVISION),JAB,SaaS,Yes,,,National Aeronautics and Space Administration,,,F1506096710
Skyhigh Security,Security Service Edge (Formerly McAfee MVISION),JAB,SaaS,Yes,,,Federal Deposit Insurance Corporation,,,F1506096710
Skyhigh Security,Security Service Edge (Formerly McAfee MVISION),JAB,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1506096710
Skyhigh Security,Security Service Edge (Formerly McAfee MVISION),JAB,SaaS,Yes,,,Department of Energy,Idaho Operations Office,,F1506096710
Skyhigh Security,Security Service Edge (Formerly McAfee MVISION),JAB,SaaS,Yes,,,Department of the Treasury,Internal Revenue Service,,F1506096710
Skyhigh Security,Security Service Edge (Formerly McAfee MVISION),JAB,SaaS,Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,F1506096710
Skyhigh Security,Security Service Edge (Formerly McAfee MVISION),JAB,SaaS,Yes,,,Department of Justice,Executive Office for United States Attourneys,,F1506096710
Skyhigh Security,Security Service Edge (Formerly McAfee MVISION),JAB,SaaS,Yes,,,Department of Energy,National Nuclear Security Administration / Nevada Field Office,,F1506096710
Skyhigh Security,Security Service Edge (Formerly McAfee MVISION),JAB,SaaS,Yes,,,Department of Commerce,National Institute of Standards and Technology,,F1506096710
Slack Technologies,GovSlack,JAB,SaaS,No,,,,,"Schellman Compliance, LLC",FR2230252267
Slack Technologies,Slack,Agency,SaaS,No,03/26/2020,05/20/2020,Department of Veterans Affairs,,"Schellman Compliance, LLC",FR1823447014
Slack Technologies,Slack,Agency,SaaS,Yes,,,General Services Administration,,,FR1823447014
Slack Technologies,Slack,Agency,SaaS,Yes,,,Office of Personnel Management,,,FR1823447014
Slack Technologies,Slack,Agency,SaaS,Yes,,,National Aeronautics and Space Administration,,,FR1823447014
Slack Technologies,Slack,Agency,SaaS,Yes,,,Department of Commerce,National Institute of Standards and Technology,,FR1823447014
Slack Technologies,Slack,Agency,SaaS,Yes,,,Department of Energy,Office of Science / Argonne Site Office,,FR1823447014
Slack Technologies,Slack,Agency,SaaS,Yes,,,Department of Commerce,United States Census Bureau,,FR1823447014
Slack Technologies,Slack,Agency,SaaS,Yes,,,Department of Homeland Security,Cybersecurity & Infrastructure Security Agency,,FR1823447014
Slack Technologies,Slack,Agency,SaaS,Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,FR1823447014
Smartsheet,Smartsheet Gov,JAB,SaaS,No,08/12/2019,08/12/2019,JAB Authorization,,"Fortreum, LLC",FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Tennessee Valley Authority,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Nuclear Regulatory Commission,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Veterans Affairs,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,National Science Foundation,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Council of the Inspectors General on Integrity and Efficiency,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,General Services Administration,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of State,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,National Aeronautics and Space Administration,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Energy,Office of Science / Argonne Site Office,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Health and Human Services,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of the Interior,Bureau of Land Management,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Agriculture,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Commerce,National Telecommunications and Information Administration,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,FR1730866868
SMX (Formerly Smartronix),Cloud Assured Managed Services (CAMS),Agency,PaaS,No,02/25/2020,05/11/2020,Commodity Futures Trading Commission,,"Coalfire Systems, Inc.",F1603077867
SMX (Formerly Smartronix),Cloud Assured Managed Services (CAMS),Agency,PaaS,Yes,,,Department of Health and Human Services,HHS Office of the Inspector General,,F1603077867
Snowflake Inc.,The Data Cloud on AWS GovCloud,Agency,SaaS,No,,,National Aeronautics and Space Administration,,"Fortreum, LLC",FR2127835801
Snowflake Inc.,The Data Cloud on AWS GovCloud (High),Agency,SaaS,No,,,Department of Energy,,"Fortreum, LLC",FR2308159208
Snowflake Inc.,The Data Cloud on AWS US East/West,Agency,SaaS,No,05/01/2020,07/02/2020,Department of Health and Human Services,,"Fortreum, LLC",FR1809360201
Snowflake Inc.,The Data Cloud on AWS US East/West,Agency,SaaS,Yes,,,Department of Labor,,,FR1809360201
Snowflake Inc.,The Data Cloud on Azure Government,Agency,SaaS,No,05/01/2020,07/02/2020,Department of Health and Human Services,,"Fortreum, LLC",FR1809360202
Snyk,Snyk for Government,Agency,SaaS,No,,,Department of Health and Human Services,,"Coalfire Systems, Inc.",FR2230451369
Software AG Government Solutions,Software AG Government Cloud,Agency,PaaS,No,12/09/2022,07/09/2020,Department of Education,,Kratos,FR2000945223
Software AG Government Solutions,Software AG Government Cloud,Agency,PaaS,Yes,,,Department of Energy,,,FR2000945223
Somnoware Healthcare Systems,Somnoware,Agency,SaaS,No,12/17/2020,12/06/2021,Department of Veterans Affairs,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR2002367706
Spider Strategies,Spider Impact for Government,Agency,SaaS,No,11/28/2021,12/13/2022,Department of Defense,,"MindPoint Group, LLC",FR2213722684
Splunk,Splunk Cloud,Agency,SaaS,No,08/17/2022,10/11/2019,Department of Commerce,,"Schellman Compliance, LLC",F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,National Science Foundation,,,F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,Department of Homeland Security,Customs and Border Protection,,F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,Department of State,,,F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,Tennessee Valley Authority,,,F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,Department of Education,,,F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,Department of Energy,Strategic Petroleum Reserve,,F1607197917
Splunk Inc,Splunk Cloud Fed,Agency,SaaS,No,,,Department of Commerce,,"Schellman Compliance, LLC",FR2314156865
"Sprinklr, Inc.",Sprinklr CXM for Government (CXM),Agency,SaaS,No,09/16/2022,09/27/2022,Department of Commerce,,"Schellman Compliance, LLC",FR2035740126
Sumo Logic,Sumo Logic,Agency,SaaS,No,11/13/2020,01/29/2021,Federal Trade Commission,,Kratos,FR1918740338
Sumo Logic,Sumo Logic,Agency,SaaS,Yes,,,Department of the Interior,United States Geological Survey,,FR1918740338
Sumo Logic,Sumo Logic,Agency,SaaS,Yes,,,Department of the Interior,National Indian Gaming Commission,,FR1918740338
Sumo Logic,Sumo Logic,Agency,SaaS,Yes,,,Department of Housing and Urban Development,,,FR1918740338
Synack,On-Demand Security Testing Platform,Agency,SaaS,No,,,Department of Health and Human Services,,"Coalfire Systems, Inc.",FR2134635186
Synergetics Incorporated,Open Federal Logistics Information System (OpenFLIS),JAB,SaaS,No,10/12/2022,10/13/2022,JAB Authorization,,"First Information Technology Services, Inc.",FR1901136437
"T-Metrics, Inc.",T-Metrics Cloud Contact Center (TCCC),Agency,SaaS,No,,,United States Equal Employment Opportunity Commission,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR1730842236
"TalaTek, LLC",TalaTek intelligent Governance and Risk Integrated Solution (TiGRIS),Agency,SaaS,No,09/29/2020,11/01/2019,Pension Benefit Guaranty Corporation,,"Earthling Security, LLC",FR1913835324
"TalaTek, LLC",TalaTek intelligent Governance and Risk Integrated Solution (TiGRIS),Agency,SaaS,Yes,,,Department of Energy,Strategic Petroleum Reserve,,FR1913835324
Tango,Tango Reserve by AgilQuest (Formerly Forum),Agency,SaaS,No,09/16/2022,09/21/2021,Department of Transportation,,Moss Adams,FR2100740435
Tango,Tango Reserve by AgilQuest (Formerly Forum),Agency,SaaS,Yes,,,Department of State,,,FR2100740435
Tango,Tango Reserve by AgilQuest (Formerly Forum),Agency,SaaS,Yes,,,Department of Health and Human Services,"National Heart, Lung, and Blood Institute",,FR2100740435
Tango,Tango Reserve by AgilQuest (Formerly Forum),Agency,SaaS,Yes,,,Department of Agriculture,,,FR2100740435
Tango,Tango Reserve by AgilQuest (Formerly Forum),Agency,SaaS,Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,FR2100740435
Tango,Tango Reserve by AgilQuest (Formerly Forum),Agency,SaaS,Yes,,,Millennium Challenge Corporation,,,FR2100740435
Tango,Tango Reserve by AgilQuest (Formerly Forum),Agency,SaaS,Yes,,,Department of Health and Human Services,Health Resources and Services Administration,,FR2100740435
Tango,Tango Reserve by AgilQuest (Formerly Forum),Agency,SaaS,Yes,,,Commodity Futures Trading Commission,,,FR2100740435
Tango,Tango Reserve by AgilQuest (Formerly Forum),Agency,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,FR2100740435
Tango,Tango Reserve by AgilQuest (Formerly Forum),Agency,SaaS,Yes,,,Department of Labor,,,FR2100740435
Tanium,Tanium Cloud for US Government (TC-USG),Agency,SaaS,No,,,Federal Communications Commission,,"Coalfire Systems, Inc.",FR2110342613
"TechTrend, Inc.",Federal GovCloud (FGC) DevSecOps,Agency,SaaS,No,02/24/2021,07/06/2021,Department of Agriculture,,Kratos,FR1912051231
"TechTrend, Inc.",Federal GovCloud (FGC) DevSecOps,Agency,SaaS,Yes,,,Office of Personnel Management,,,FR1912051231
TeleTech (TTEC) Services Corporation,Humanify Enterprise - Government (Humanify Enterprise - G),JAB,SaaS,No,12/26/2019,12/26/2019,JAB Authorization,,"Coalfire Systems, Inc.",FR1907847653
TeleTech (TTEC) Services Corporation,Humanify Enterprise - Government (Humanify Enterprise - G),JAB,SaaS,Yes,,,Department of Defense,Department of the Navy,,FR1907847653
TeleTech (TTEC) Services Corporation,Humanify Enterprise - Government (Humanify Enterprise - G),JAB,SaaS,Yes,,,Nuclear Regulatory Commission,,,FR1907847653
TeleTech (TTEC) Services Corporation,Humanify Enterprise - Government (Humanify Enterprise - G),JAB,SaaS,Yes,,,General Services Administration,,,FR1907847653
TeleTech (TTEC) Services Corporation,Humanify Enterprise - Government (Humanify Enterprise - G),JAB,SaaS,Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,FR1907847653
TeleTech (TTEC) Services Corporation,Humanify Enterprise - Government (Humanify Enterprise - G),JAB,SaaS,Yes,,,Office of Personnel Management,,,FR1907847653
TeleTech (TTEC) Services Corporation,Humanify Enterprise - Government (Humanify Enterprise - G),JAB,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,FR1907847653
TeleTech (TTEC) Services Corporation,Humanify Enterprise - Government (Humanify Enterprise - G),JAB,SaaS,Yes,,,Federal Trade Commission,,,FR1907847653
Tenable Public Sector (TPS),Tenable.io,Agency,SaaS,No,08/17/2022,09/22/2021,Department of Commerce,,Emagine IT,FR1814276801
Tenable Public Sector (TPS),Tenable.io,Agency,SaaS,Yes,,,National Science Foundation,,,FR1814276801
Tenable Public Sector (TPS),Tenable.io,Agency,SaaS,Yes,,,Federal Retirement Thrift Investment Board,,,FR1814276801
Tenable Public Sector (TPS),Tenable.io,Agency,SaaS,Yes,,,Office of Personnel Management,,,FR1814276801
TERIDA,Terida RegTech Framework - CLASsoft™,Agency,SaaS,No,,,United States Senate,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR1901852210
Totara Learning Inc.,Totara Talent Development Government Cloud Platform,Agency,SaaS,No,,,Department of Agriculture,,"Coalfire Systems, Inc.",FR2118555665
TRAPWIRE,TRAPWIRE Threat Detection and Analysis System,Agency,SaaS,No,05/24/2022,08/08/2018,Department of Defense,,SecureIT,F1602057825
Trellix,Trellix Email Security GovCloud,Agency,SaaS,No,12/17/2018,07/05/2017,Department of the Interior,,"Fortreum, LLC",F1512017637
Trellix,Trellix Email Security GovCloud,Agency,SaaS,Yes,,,Federal Reserve System,,,F1512017637
Trellix,Trellix Email Security GovCloud,Agency,SaaS,Yes,,,United States Securities and Exchange Commission,,,F1512017637
Trellix,Trellix Email Security GovCloud,Agency,SaaS,Yes,,,United States Agency for International Development,,,F1512017637
Trellix,Trellix Email Security GovCloud,Agency,SaaS,Yes,,,Department of Commerce,United States Census Bureau,,F1512017637
Trellix,Trellix Email Security GovCloud,Agency,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,F1512017637
Trellix,Trellix XDR GovCloud,Agency,SaaS,No,02/03/2023,10/02/2020,Federal Retirement Thrift Investment Board,,Kratos,FR1935245314
Trello,Trello Enterprise Cloud,Agency,SaaS,No,09/15/2020,09/23/2020,General Services Administration,,"Coalfire Systems, Inc.",FR2028534270
Trend Micro Inc.,Trend Micro Cloud One for Government,Agency,SaaS,No,,,Department of Transportation,,"Fortreum, LLC",FR2226228379
Trend Micro Inc.,Trend Micro Vision One for Government,Agency,SaaS,No,,,Department of Transportation,,"Fortreum, LLC",FR2226231529
Trustwave Government Solutions,Trustwave Fusion,Agency,SaaS,No,,,Department of Commerce,,"Coalfire Systems, Inc.",FR2110836406
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",No,07/28/2015,06/06/2014,Department of the Interior,,Emagine IT,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Homeland Security,Customs and Border Protection,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Commerce,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Pension Benefit Guaranty Corporation,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Peace Corps,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Federal Deposit Insurance Corporation,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Nuclear Regulatory Commission,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Consumer Financial Protection Bureau,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,United States Securities and Exchange Commission,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of the Treasury,United States Mint,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,General Services Administration,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of the Treasury,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Justice,Justice Management Division,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Labor,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Environmental Protection Agency,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Office of Personnel Management,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Housing and Urban Development,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Federal Housing Finance Agency,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Commerce,United States Patent and Trademark Office,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Commodity Futures Trading Commission,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,National Science Foundation,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Environmental Protection Agency,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Small Business Administration,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Agriculture,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Education,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,United States Agency for International Development,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Energy,Federal Energy Regulatory Commission,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Defense Nuclear Facilities Safety Board,,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Commerce,United States Patent and Trademark Office,,FR2108649352
"Tyler Federal, LLC",Tyler Federal Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,FR2108649352
Tyler Technologies Data & Insights,"Tyler Data Platform, powered by Socrata",Agency,SaaS,No,11/09/2021,05/15/2017,Federal Communications Commission,,SecureIT,SOCRATA
Tyler Technologies Data & Insights,"Tyler Data Platform, powered by Socrata",Agency,SaaS,Yes,,,Department of Transportation,,,SOCRATA
Tyler Technologies Data & Insights,"Tyler Data Platform, powered by Socrata",Agency,SaaS,Yes,,,Department of Justice,Office of Justice Programs,,SOCRATA
Tyler Technologies Data & Insights,"Tyler Data Platform, powered by Socrata",Agency,SaaS,Yes,,,Department of Veterans Affairs,,,SOCRATA
Tyler Technologies Data & Insights,"Tyler Data Platform, powered by Socrata",Agency,SaaS,Yes,,,United States Agency for International Development,,,SOCRATA
Tyler Technologies Data & Insights,"Tyler Data Platform, powered by Socrata",Agency,SaaS,Yes,,,Department of Agriculture,,,SOCRATA
UberEther,IAM Advantage,Agency,SaaS,No,,,Department of Defense,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR2208555094
UiPath,Automation Cloud Public Sector,Agency,SaaS,No,,,Department of Veterans Affairs,,"Schellman Compliance, LLC",FR2132958724
Unison,Contracting SaaS,Agency,SaaS,No,01/31/2019,10/19/2016,Corporation for National & Community Service (CNCS),,"Coalfire Systems, Inc.",F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,Department of Health and Human Services,"National Heart, Lung, and Blood Institute",,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,General Services Administration,,,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,General Services Administration,,,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,Federal Deposit Insurance Corporation,,,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,Department of the Interior,,,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,Department of the Interior,Interior Business Center,,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,Department of Labor,,,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,Environmental Protection Agency,,,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,Department of Transportation,,,F1506046707
Unison,FedConnect,Agency,SaaS,No,05/24/2022,10/19/2016,Department of Transportation,,"Coalfire Systems, Inc.",F1510017461
United Solutions,US AI,Agency,SaaS,No,03/12/2021,04/18/2022,Department of Health and Human Services,,"Lunarline, Inc.",FR2009746321
United Solutions,US AI,Agency,SaaS,Yes,,,Department of State,,,FR2009746321
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",No,07/01/2019,09/16/2013,Department of Agriculture,,"Fortreum, LLC",AGENCYNITCIAAS
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",Yes,,,General Services Administration,,,AGENCYNITCIAAS
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",Yes,,,Department of Defense,Defense Information Systems Agency,,AGENCYNITCIAAS
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",Yes,,,Department of Labor,Occupational Safety and Health Administration,,AGENCYNITCIAAS
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",Yes,,,Department of Homeland Security,Federal Emergency Management Agency,,AGENCYNITCIAAS
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",Yes,,,United States Office of Government Ethics,,,AGENCYNITCIAAS
