Game,Team,Opp,W/L,R,RA,D/N,Att,Team,HR Count
50,STL,LAD,W,2,1,N,40304,STL,1
56,TBR,TEX,W,7,5,N,24410,TB,4
54,TEX,TBR,L,5,7,N,24410,TEX,0
53,TOR,CIN,W,5,4,D,44058,TOR,2
52,WSN,SFG,W,3,1,N,41371,WSH,1
56,ARI,MIA,W,3,2,N,16433,ARI,0
52,BAL,BOS,W,7,5,N,20150,BAL,4
53,BOS,BAL,L,5,7,N,20150,BOS,1
52,CLE,OAK,W,8,0,D,19767,CLE,0
56,COL,SEA,W,6,3,D,21536,COL,2
57,LAA,MIN,L,2,4,N,33426,LAA,2
55,LAD,STL,L,0,2,D,40477,LAD,0
52,MIA,ARI,L,2,3,N,16433,MIA,0
54,MIL,NYM,W,2,1,D,35123,MIL,0
50,MIN,LAA,W,4,2,N,33426,MIN,1
52,NYM,MIL,L,1,2,D,35123,NYM,1
51,NYY,TOR,W,12,2,N,37722,NYY,2
53,OAK,CLE,L,0,8,D,19767,OAK,0
55,SEA,COL,L,3,6,D,21536,SEA,1
51,STL,LAD,W,2,0,D,40477,STL,1
54,TOR,NYY,L,2,12,N,37722,TOR,2
57,ARI,MIA,L,5,7,N,17413,ARI,2
52,ATL,CIN,L,2,3,N,27300,ATL,1
53,BAL,BOS,W,3,2,N,33193,BAL,2
54,BOS,BAL,L,2,3,N,33193,BOS,1
53,CHC,STL,W,3,2,D,41051,CHC,1
53,CHW,DET,L,5,15,N,28619,CHW,0
53,CIN,ATL,W,3,2,N,27300,CIN,1
53,CLE,KCR,L,0,4,N,33408,CLE,0
57,COL,SDP,L,5,8,N,20932,COL,0
54,DET,CHW,W,15,5,N,28619,DET,3
55,HOU,TEX,W,7,1,N,39729,HOU,2
53,KCR,CLE,W,4,0,N,33408,KC,1
58,LAA,MIN,L,5,11,N,39042,LAA,1
56,LAD,MIL,W,2,1,N,30140,LAD,2
53,MIA,ARI,W,7,5,N,17413,MIA,3
55,MIL,LAD,L,1,2,N,30140,MIL,1
51,MIN,LAA,W,11,5,N,39042,MIN,3
53,NYM,PIT,L,7,12,N,33047,NYM,3
52,NYY,TOR,L,5,7,N,44261,NYY,2
54,OAK,WSN,L,3,13,N,20813,OAK,2
52,PHI,SFG,L,0,10,N,22491,PHI,0
55,PIT,NYM,W,12,7,N,33047,PIT,3
56,SDP,COL,W,8,5,N,20932,SD,3
56,SEA,TBR,W,12,4,N,27933,SEA,2
56,SFG,PHI,W,10,0,N,22491,SF,0
52,STL,CHC,L,2,3,D,41051,STL,1
57,TBR,SEA,L,4,12,N,27933,TB,3
55,TEX,HOU,L,1,7,N,39729,TEX,1
55,TOR,NYY,W,7,5,N,44261,TOR,3
53,WSN,OAK,W,13,3,N,20813,WSH,5
58,ARI,MIA,L,0,3,D,21548,ARI,0
53,ATL,CIN,W,6,5,D,26485,ATL,2
54,BAL,BOS,L,2,5,N,35470,BAL,1
55,BOS,BAL,W,5,2,N,35470,BOS,1
54,CHC,STL,W,5,3,D,41164,CHC,2
54,CHW,DET,L,1,10,D,33188,CHW,0
54,CIN,ATL,L,5,6,D,26485,CIN,1
54,CLE,KCR,L,5,12,D,26497,CLE,2
58,COL,SDP,W,10,1,D,20996,COL,2
55,DET,CHW,W,10,1,D,33188,DET,4
56,HOU,TEX,W,6,5,N,44168,HOU,2
54,KCR,CLE,W,12,5,D,26497,KC,1
59,LAA,MIN,W,7,2,N,40236,LAA,3
57,LAD,MIL,W,10,8,D,34354,LAD,1
54,MIA,ARI,W,3,0,D,21548,MIA,0
56,MIL,LAD,L,8,10,D,34354,MIL,3
52,MIN,LAA,L,2,7,N,40236,MIN,1
54,NYM,PIT,W,4,2,N,34035,NYM,3
53,NYY,TOR,W,7,0,D,47226,NYY,4
55,OAK,WSN,W,10,4,D,23921,OAK,4
53,PHI,SFG,W,5,3,D,32413,PHI,1
56,PIT,NYM,L,2,4,N,34035,PIT,1
57,SDP,COL,L,1,10,D,20996,SD,1
57,SEA,TBR,W,9,2,N,26995,SEA,2
57,SFG,PHI,L,3,5,D,32413,SF,0
53,STL,CHC,L,3,5,D,41164,STL,1
58,TBR,SEA,L,2,9,N,26995,TB,2
56,TEX,HOU,L,5,6,N,44168,TEX,0
56,TOR,NYY,L,0,7,D,47226,TOR,0
54,WSN,OAK,L,4,10,D,23921,WSH,1
59,ARI,MIA,L,5,6,D,20387,ARI,0
54,ATL,CIN,W,13,8,D,26227,ATL,3
55,BAL,BOS,L,3,7,D,31819,BAL,0
56,BOS,BAL,W,7,3,D,31819,BOS,2
55,CHC,STL,W,7,6,N,39868,CHC,2
55,CHW,DET,L,4,7,D,30208,CHW,1
55,CIN,ATL,L,8,13,D,26227,CIN,3
55,CLE,KCR,W,8,0,D,28185,CLE,1
59,COL,SDP,W,3,1,D,24763,COL,0
56,DET,CHW,W,7,4,D,30208,DET,2
57,HOU,TEX,W,7,2,D,39204,HOU,4
55,KCR,CLE,L,0,8,D,28185,KC,0
60,LAA,MIN,L,2,3,D,39701,LAA,0
58,LAD,MIL,L,0,3,D,30330,LAD,0
55,MIA,ARI,W,6,5,D,20387,MIA,1
57,MIL,LAD,W,3,0,D,30330,MIL,2
53,MIN,LAA,W,3,2,D,39701,MIN,2
55,NYM,PIT,L,1,11,D,35323,NYM,0
54,NYY,TOR,L,2,3,D,46782,NYY,0
56,OAK,WSN,L,10,11,D,21265,OAK,2
54,PHI,SFG,W,9,7,D,25063,PHI,4
57,PIT,NYM,W,11,1,D,35323,PIT,1
58,SDP,COL,L,1,3,D,24763,SD,1
58,SEA,TBR,W,7,1,D,28579,SEA,1
58,SFG,PHI,L,7,9,D,25063,SF,2
54,STL,CHC,L,6,7,N,39868,STL,1
59,TBR,SEA,L,1,7,D,28579,TB,0
57,TEX,HOU,L,2,7,D,39204,TEX,1
57,TOR,NYY,W,3,2,D,46782,TOR,2
55,WSN,OAK,W,11,10,D,21265,WSH,3
55,ATL,PHI,L,4,11,N,20942,ATL,0
56,CHC,MIA,W,3,1,N,34037,CHC,2
56,CIN,STL,W,4,2,N,16325,CIN,0
58,HOU,KCR,W,7,3,N,21892,HOU,2
56,KCR,HOU,L,3,7,N,21892,KC,1
59,LAD,WSN,L,2,4,N,46289,LAD,0
56,MIA,CHC,L,1,3,N,34037,MIA,0
58,MIL,SFG,L,2,7,N,21452,MIL,0
57,OAK,TOR,W,5,3,N,12890,OAK,2
55,PHI,ATL,W,11,4,N,20942,PHI,3
59,SFG,MIL,W,7,2,N,21452,SF,1
55,STL,CIN,L,2,4,N,16325,STL,0
58,TOR,OAK,L,3,5,N,12890,TOR,1
56,WSN,LAD,W,4,2,N,46289,WSH,1
60,ARI,SDP,W,10,2,N,25883,ARI,1
56,ATL,PHI,L,1,3,N,23489,ATL,0
56,BAL,PIT,W,6,5,N,26724,BAL,4
57,BOS,NYY,W,5,4,N,41516,BOS,3
57,CHC,MIA,W,10,2,N,34082,CHC,1
56,CHW,TBR,W,4,2,N,14590,CHW,3
57,CIN,STL,W,13,1,N,18620,CIN,4
56,CLE,COL,L,3,11,N,39508,CLE,2
60,COL,CLE,W,11,3,N,39508,COL,3
57,DET,LAA,L,3,5,N,24175,DET,1
59,HOU,KCR,L,7,9,N,20974,HOU,1
57,KCR,HOU,W,9,7,N,20974,KC,2
61,LAA,DET,W,5,3,N,24175,LAA,2
60,LAD,WSN,L,1,2,N,44250,LAD,0
57,MIA,CHC,L,2,10,N,34082,MIA,0
59,MIL,SFG,W,5,2,N,21214,MIL,1
54,MIN,SEA,L,3,12,N,18166,MIN,1
56,NYM,TEX,L,8,10,N,32617,NYM,5
55,NYY,BOS,L,4,5,N,41516,NYY,1
58,OAK,TOR,W,4,1,N,16643,OAK,0
56,PHI,ATL,W,3,1,N,23489,PHI,1
58,PIT,BAL,L,5,6,N,26724,PIT,1
59,SDP,ARI,L,2,10,N,25883,SD,2
59,SEA,MIN,W,12,3,N,18166,SEA,2
60,SFG,MIL,L,2,5,N,21214,SF,0
56,STL,CIN,L,1,13,N,18620,STL,1
60,TBR,CHW,L,2,4,N,14590,TB,0
58,TEX,NYM,W,10,8,N,32617,TEX,2
59,TOR,OAK,L,1,4,N,16643,TOR,0
57,WSN,LAD,W,2,1,N,44250,WSH,0
61,ARI,SDP,W,7,4,N,22079,ARI,2
57,ATL,PHI,W,14,1,N,24185,ATL,2
57,BAL,PIT,W,9,6,N,19957,BAL,3
58,BOS,NYY,L,0,8,N,44380,BOS,0
58,CHC,MIA,L,5,6,N,37294,CHC,2
57,CHW,TBR,L,1,3,N,9313,CHW,0
58,CIN,STL,W,6,4,N,20891,CIN,3
57,CLE,COL,L,1,8,D,36909,CLE,1
61,COL,CLE,W,8,1,D,36909,COL,0
58,DET,LAA,W,4,0,N,24958,DET,1
60,HOU,KCR,L,5,7,N,25628,HOU,1
58,KCR,HOU,W,7,5,N,25628,KC,1
62,LAA,DET,L,0,4,N,24958,LAA,0
61,LAD,WSN,W,2,1,D,43230,LAD,1
58,MIA,CHC,W,6,5,N,37294,MIA,2
60,MIL,SFG,W,6,3,N,20580,MIL,2
55,MIN,SEA,L,5,6,N,15732,MIN,1
57,NYM,TEX,W,4,3,N,32477,NYM,2
56,NYY,BOS,W,8,0,N,44380,NYY,2
59,OAK,TOR,L,5,7,D,15076,OAK,1
57,PHI,ATL,L,1,14,N,24185,PHI,0
59,PIT,BAL,L,6,9,N,19957,PIT,1
60,SDP,ARI,L,4,7,N,22079,SD,1
60,SEA,MIN,W,6,5,N,15732,SEA,4
61,SFG,MIL,L,3,6,N,20580,SF,1
57,STL,CIN,L,4,6,N,20891,STL,1
61,TBR,CHW,W,3,1,N,9313,TB,0
59,TEX,NYM,L,3,4,N,32477,TEX,1
60,TOR,OAK,W,7,5,D,15076,TOR,4
58,WSN,LAD,L,1,2,D,43230,WSH,1
62,ARI,SDP,W,15,3,D,21340,ARI,2
58,ATL,PHI,W,3,1,N,25095,ATL,0
58,BAL,WSN,L,1,6,N,37833,BAL,0
59,BOS,NYY,L,1,9,N,46194,BOS,0
59,CHC,COL,L,1,4,N,39385,CHC,1
58,CHW,TBR,L,5,7,N,8971,CHW,2
59,CIN,STL,W,5,2,D,28917,CIN,1
62,COL,CHC,W,4,1,N,39385,COL,1
59,DET,LAA,L,4,11,D,34810,DET,1
61,HOU,KCR,W,6,1,N,32747,HOU,1
59,KCR,HOU,L,1,6,N,32747,KC,0
63,LAA,DET,W,11,4,D,34810,LAA,0
59,MIA,PIT,W,7,1,N,21744,MIA,0
61,MIL,SFG,L,5,9,D,23005,MIL,2
56,MIN,SEA,W,2,1,N,15621,MIN,1
57,NYY,BOS,W,9,1,N,46194,NYY,3
58,PHI,ATL,L,1,3,N,25095,PHI,0
60,PIT,MIA,L,1,7,N,21744,PIT,0
61,SDP,ARI,L,3,15,D,21340,SD,0
61,SEA,MIN,L,1,2,N,15621,SEA,0
62,SFG,MIL,W,9,5,D,23005,SF,2
58,STL,CIN,L,2,5,D,28917,STL,1
62,TBR,CHW,W,7,5,N,8971,TB,4
59,WSN,BAL,W,6,1,N,37833,WSH,1
63,ARI,MIL,L,6,8,N,25009,ARI,1
59,ATL,NYM,W,3,2,N,36791,ATL,0
59,BAL,NYY,L,2,8,N,46031,BAL,1
60,BOS,DET,W,5,3,N,36853,BOS,2
60,CHC,COL,L,3,5,D,41229,CHC,0
59,CHW,CLE,L,3,7,N,30043,CHW,0
60,CIN,LAD,L,2,7,N,44036,CIN,1
58,CLE,CHW,W,7,3,N,30043,CLE,1
63,COL,CHC,W,5,3,D,41229,COL,2
60,DET,BOS,L,3,5,N,36853,DET,2
62,HOU,LAA,L,4,9,N,40786,HOU,1
60,KCR,SDP,L,3,6,N,23055,KC,1
64,LAA,HOU,W,9,4,N,40786,LAA,1
62,LAD,CIN,W,7,2,N,44036,LAD,2
60,MIA,PIT,W,12,7,N,23590,MIA,3
62,MIL,ARI,W,8,6,N,25009,MIL,1
57,MIN,SFG,W,4,0,N,41046,MIN,0
58,NYM,ATL,L,2,3,N,36791,NYM,2
58,NYY,BAL,W,8,2,N,46031,NYY,3
60,OAK,TBR,L,4,13,N,13153,OAK,1
59,PHI,STL,L,2,3,N,42971,PHI,0
61,PIT,MIA,L,7,12,N,23590,PIT,0
62,SDP,KCR,W,6,3,N,23055,SD,1
62,SEA,TOR,W,4,2,N,33518,SEA,0
63,SFG,MIN,L,0,4,N,41046,SF,0
59,STL,PHI,W,3,2,N,42971,STL,1
63,TBR,OAK,W,13,4,N,13153,TB,5
60,TEX,WSN,W,5,2,N,38332,TEX,2
61,TOR,SEA,L,2,4,N,33518,TOR,1
60,WSN,TEX,L,2,5,N,38332,WSH,0
64,ARI,MIL,W,3,2,N,40195,ARI,1
60,ATL,NYM,L,1,6,D,27684,ATL,1
61,ATL,NYM,L,1,8,N,40174,ATL,0
60,BAL,NYY,L,3,16,N,45232,BAL,2
61,BOS,DET,W,11,3,N,37162,BOS,0
61,CHC,COL,L,1,9,D,41226,CHC,0
60,CHW,CLE,W,5,3,N,31753,CHW,0
61,CIN,LAD,L,4,5,N,43439,CIN,1
59,CLE,CHW,L,3,5,N,31753,CLE,2
64,COL,CHC,W,9,1,D,41226,COL,2
61,DET,BOS,L,3,11,N,37162,DET,0
63,HOU,LAA,W,3,1,D,41296,HOU,1
61,KCR,SDP,W,12,6,D,26107,KC,5
65,LAA,HOU,L,1,3,D,41296,LAA,0
63,LAD,CIN,W,5,4,N,43439,LAD,1
61,MIA,PIT,L,6,7,D,27275,MIA,2
63,MIL,ARI,L,2,3,N,40195,MIL,1
58,MIN,SFG,W,3,2,D,41255,MIN,2
59,NYM,ATL,W,6,1,D,27684,NYM,1
60,NYM,ATL,W,8,1,N,40174,NYM,2
59,NYY,BAL,W,16,3,N,45232,NYY,5
61,OAK,TBR,L,5,6,D,,OAK,0
62,OAK,TBR,W,7,2,D,17775,OAK,3
60,PHI,STL,L,0,7,D,43911,PHI,0
62,PIT,MIA,W,7,6,D,27275,PIT,0
63,SDP,KCR,L,6,12,D,26107,SD,1
63,SEA,TOR,L,2,4,N,45480,SEA,0
64,SFG,MIN,L,2,3,D,41255,SF,1
60,STL,PHI,W,7,0,D,43911,STL,0
64,TBR,OAK,W,6,5,D,,TB,0
65,TBR,OAK,L,2,7,D,17775,TB,1
61,TEX,WSN,W,6,3,D,32157,TEX,2
62,TOR,SEA,W,4,2,N,45480,TOR,3
61,WSN,TEX,L,3,6,D,32157,WSH,1
65,ARI,MIL,W,11,1,D,30370,ARI,4
62,ATL,NYM,L,1,2,D,30638,ATL,0
61,BAL,NYY,L,3,14,D,46348,BAL,0
62,BOS,DET,L,3,8,N,35457,BOS,0
62,CHC,COL,W,7,5,D,41116,CHC,4
61,CHW,CLE,L,2,4,D,26611,CHW,0
62,CIN,LAD,L,7,9,D,42674,CIN,4
60,CLE,CHW,W,4,2,D,26611,CLE,0
65,COL,CHC,L,5,7,D,41116,COL,0
62,DET,BOS,W,8,3,N,35457,DET,2
64,HOU,LAA,L,6,12,D,32425,HOU,2
62,KCR,SDP,W,8,3,D,25599,KC,4
66,LAA,HOU,W,12,6,D,32425,LAA,2
64,LAD,CIN,W,9,7,D,42674,LAD,4
62,MIA,PIT,L,1,3,D,22925,MIA,1
64,MIL,ARI,L,1,11,D,30370,MIL,1
59,MIN,SFG,L,8,13,D,41321,MIN,2
61,NYM,ATL,W,2,1,D,30638,NYM,0
60,NYY,BAL,W,14,3,D,46348,NYY,4
63,OAK,TBR,L,4,5,D,13640,OAK,0
61,PHI,STL,L,5,6,D,47325,PHI,1
63,PIT,MIA,W,3,1,D,22925,PIT,0
64,SDP,KCR,L,3,8,D,25599,SD,3
64,SEA,TOR,L,0,4,D,41137,SEA,0
65,SFG,MIN,W,13,8,D,41321,SF,0
61,STL,PHI,W,6,5,D,47325,STL,1
66,TBR,OAK,W,5,4,D,13640,TB,1
62,TEX,WSN,W,5,1,D,32027,TEX,1
63,TOR,SEA,W,4,0,D,41137,TOR,1
62,WSN,TEX,L,1,5,D,32027,WSH,1
63,ATL,WSN,W,11,10,N,28909,ATL,5
62,BAL,CHW,L,7,10,N,17665,BAL,1
63,BOS,PHI,W,6,5,N,36757,BOS,2
63,CHC,NYM,L,1,6,N,33268,CHC,1
62,CHW,BAL,W,10,7,N,17665,CHW,2
63,CIN,SDP,L,3,9,N,17006,CIN,0
66,COL,PIT,L,2,7,N,16320,COL,0
65,HOU,TEX,L,1,6,N,25698,HOU,0
67,LAA,NYY,L,3,5,N,36245,LAA,1
60,MIN,SEA,L,3,14,N,16996,MIN,0
62,NYM,CHC,W,6,1,N,33268,NYM,3
61,NYY,LAA,W,5,3,N,36245,NYY,1
62,PHI,BOS,L,5,6,N,36757,PHI,0
64,PIT,COL,W,7,2,N,16320,PIT,1
65,SDP,CIN,W,9,3,N,17006,SD,2
65,SEA,MIN,W,14,3,N,16996,SEA,2
63,TEX,HOU,W,6,1,N,25698,TEX,1
63,WSN,ATL,L,10,11,N,28909,WSH,3
66,ARI,DET,W,7,6,N,25119,ARI,3
64,ATL,WSN,L,5,10,N,31762,ATL,1
63,BAL,CHW,L,1,6,N,15038,BAL,0
64,BOS,PHI,W,4,3,N,37141,BOS,1
64,CHC,NYM,W,14,3,N,32651,CHC,5
63,CHW,BAL,W,6,1,N,15038,CHW,1
64,CIN,SDP,L,2,6,N,20463,CIN,0
61,CLE,LAD,L,5,7,N,22171,CLE,2
67,COL,PIT,L,2,5,N,16764,COL,0
63,DET,ARI,L,6,7,N,25119,DET,1
66,HOU,TEX,L,2,4,N,27615,HOU,2
63,KCR,SFG,W,8,1,N,41284,KC,0
68,LAA,NYY,W,3,2,N,33159,LAA,1
65,LAD,CLE,W,7,5,N,22171,LAD,3
63,MIA,OAK,W,8,1,N,19953,MIA,2
65,MIL,STL,L,0,6,D,40083,MIL,0
66,MIL,STL,W,8,5,N,40115,MIL,3
61,MIN,SEA,W,20,7,N,17922,MIN,5
63,NYM,CHC,L,3,14,N,32651,NYM,2
62,NYY,LAA,L,2,3,N,33159,NYY,1
64,OAK,MIA,L,1,8,N,19953,OAK,0
63,PHI,BOS,L,3,4,N,37141,PHI,1
65,PIT,COL,W,5,2,N,16764,PIT,3
66,SDP,CIN,W,6,2,N,20463,SD,2
66,SEA,MIN,L,7,20,N,17922,SEA,1
66,SFG,KCR,L,1,8,N,41284,SF,0
62,STL,MIL,W,6,0,D,40083,STL,2
63,STL,MIL,L,5,8,N,40115,STL,1
67,TBR,TOR,W,8,1,N,39404,TB,3
64,TEX,HOU,W,4,2,N,27615,TEX,2
64,TOR,TBR,L,1,8,N,39404,TOR,0
64,WSN,ATL,W,10,5,N,31762,WSH,3
67,ARI,DET,W,2,1,N,26134,ARI,0
65,ATL,WSN,W,13,2,D,36227,ATL,1
64,BAL,CHW,W,10,6,N,20008,BAL,1
65,BOS,PHI,W,7,3,N,28263,BOS,2
65,CHC,NYM,L,4,9,N,34566,CHC,3
64,CHW,BAL,L,6,10,N,20008,CHW,2
65,CIN,SDP,L,2,4,D,20386,CIN,2
62,CLE,LAD,L,4,6,N,21051,CLE,1
68,COL,PIT,W,5,1,N,17308,COL,1
64,DET,ARI,L,1,2,N,26134,DET,0
67,HOU,TEX,W,13,2,N,37221,HOU,2
64,KCR,SFG,W,7,2,D,41144,KC,3
69,LAA,NYY,W,7,5,N,43851,LAA,2
66,LAD,CLE,W,6,4,N,21051,LAD,1
64,MIA,OAK,W,11,6,D,19436,MIA,2
67,MIL,STL,W,7,6,N,38061,MIL,1
62,MIN,SEA,L,4,6,N,22283,MIN,3
64,NYM,CHC,W,9,4,N,34566,NYM,2
63,NYY,LAA,L,5,7,N,43851,NYY,1
65,OAK,MIA,L,6,11,D,19436,OAK,1
64,PHI,BOS,L,3,7,N,28263,PHI,1
66,PIT,COL,L,1,5,N,17308,PIT,0
67,SDP,CIN,W,4,2,D,20386,SD,1
67,SEA,MIN,W,6,4,N,22283,SEA,2
67,SFG,KCR,L,2,7,D,41144,SF,0
64,STL,MIL,L,6,7,N,38061,STL,1
68,TBR,TOR,L,6,7,N,37734,TB,1
65,TEX,HOU,L,2,13,N,37221,TEX,1
65,TOR,TBR,W,7,6,N,37734,TOR,2
65,WSN,ATL,L,2,13,D,36227,WSH,1
65,BAL,CHW,L,2,5,D,20139,BAL,1
66,BOS,PHI,L,0,1,N,30729,BOS,0
65,CHW,BAL,W,5,2,D,20139,CHW,1
63,CLE,LAD,W,12,5,D,23339,CLE,3
69,COL,SFG,W,10,9,N,40747,COL,0
65,DET,TBR,W,5,3,N,24056,DET,1
65,KCR,LAA,W,7,2,N,34884,KC,2
70,LAA,KCR,L,2,7,N,34884,LAA,0
67,LAD,CLE,L,5,12,D,23339,LAD,2
68,MIL,STL,W,6,4,N,45228,MIL,2
63,MIN,SEA,W,6,2,D,24464,MIN,3
65,NYM,WSN,L,3,8,N,30319,NYM,2
64,NYY,OAK,L,7,8,N,21838,NYY,1
66,OAK,NYY,W,8,7,N,21838,OAK,2
65,PHI,BOS,W,1,0,N,30729,PHI,0
68,SEA,MIN,L,2,6,D,24464,SEA,0
68,SFG,COL,L,9,10,N,40747,SF,3
65,STL,MIL,L,4,6,N,45228,STL,1
69,TBR,DET,L,3,5,N,24056,TB,1
66,WSN,NYM,W,8,3,N,30319,WSH,2
68,ARI,PHI,W,5,4,N,18140,ARI,1
66,ATL,MIA,L,0,5,N,38123,ATL,0
66,BAL,STL,L,2,11,N,26341,BAL,1
67,BOS,HOU,W,2,1,N,36189,BOS,1
66,CHC,PIT,W,9,5,N,25420,CHC,0
66,CHW,TOR,W,11,4,N,39071,CHW,1
66,CIN,LAD,L,1,3,N,35613,CIN,1
64,CLE,MIN,W,8,1,N,30563,CLE,1
70,COL,SFG,W,10,8,N,46632,COL,2
66,DET,TBR,W,13,4,N,29674,DET,2
68,HOU,BOS,L,1,2,N,36189,HOU,1
66,KCR,LAA,W,3,1,N,34184,KC,2
71,LAA,KCR,L,1,3,N,34184,LAA,1
68,LAD,CIN,W,3,1,N,35613,LAD,1
65,MIA,ATL,W,5,0,N,38123,MIA,1
69,MIL,SDP,W,6,5,N,31161,MIL,4
64,MIN,CLE,L,1,8,N,30563,MIN,1
66,NYM,WSN,L,2,7,N,37919,NYM,2
65,NYY,OAK,L,6,7,N,30184,NYY,2
67,OAK,NYY,W,7,6,N,30184,OAK,0
66,PHI,ARI,L,4,5,N,18140,PHI,1
67,PIT,CHC,L,5,9,N,25420,PIT,1
68,SDP,MIL,L,5,6,N,31161,SD,3
69,SEA,TEX,L,4,10,N,33960,SEA,1
69,SFG,COL,L,8,10,N,46632,SF,3
66,STL,BAL,W,11,2,N,26341,STL,5
70,TBR,DET,L,4,13,N,29674,TB,0
66,TEX,SEA,W,10,4,N,33960,TEX,2
66,TOR,CHW,L,4,11,N,39071,TOR,3
67,WSN,NYM,W,7,2,N,37919,WSH,3
69,ARI,PHI,W,5,1,D,21108,ARI,0
67,ATL,MIA,W,8,7,D,38661,ATL,2
67,BAL,STL,W,15,7,D,27788,BAL,5
68,BOS,HOU,L,1,7,N,41017,BOS,1
67,CHC,PIT,L,3,4,N,34383,CHC,2
67,CHW,TOR,W,5,2,D,47171,CHW,3
67,CIN,LAD,L,2,10,D,42431,CIN,0
65,CLE,MIN,W,9,3,D,24010,CLE,2
66,CLE,MIN,W,6,2,N,21371,CLE,4
71,COL,SFG,W,5,1,D,48035,COL,0
67,DET,TBR,L,2,3,D,33478,DET,1
69,HOU,BOS,W,7,1,N,41017,HOU,2
67,KCR,LAA,L,0,9,N,41209,KC,0
72,LAA,KCR,W,9,0,N,41209,LAA,3
69,LAD,CIN,W,10,2,D,42431,LAD,4
66,MIA,ATL,L,7,8,D,38661,MIA,1
70,MIL,SDP,L,5,7,D,34312,MIL,3
65,MIN,CLE,L,3,9,D,24010,MIN,0
66,MIN,CLE,L,2,6,N,21371,MIN,1
67,NYM,WSN,L,4,7,D,38059,NYM,1
66,NYY,OAK,L,2,5,D,31418,NYY,0
68,OAK,NYY,W,5,2,D,31418,OAK,3
67,PHI,ARI,L,1,5,D,21108,PHI,0
68,PIT,CHC,W,4,3,N,34383,PIT,2
69,SDP,MIL,W,7,5,D,34312,SD,5
70,SEA,TEX,L,4,10,D,35928,SEA,1
70,SFG,COL,L,1,5,D,48035,SF,0
67,STL,BAL,L,7,15,D,27788,STL,3
71,TBR,DET,W,3,2,D,33478,TB,0
67,TEX,SEA,W,10,4,D,35928,TEX,4
67,TOR,CHW,L,2,5,D,47171,TOR,0
68,WSN,NYM,W,7,4,D,38059,WSH,3
70,ARI,PHI,W,5,4,D,31131,ARI,3
68,ATL,MIA,W,5,4,D,36912,ATL,0
68,BAL,STL,W,8,5,D,34854,BAL,4
69,BOS,HOU,W,6,5,N,38389,BOS,2
68,CHC,PIT,W,7,1,D,34539,CHC,2
68,CHW,TOR,L,3,7,D,46599,CHW,0
68,CIN,LAD,L,7,8,D,27316,CIN,3
67,CLE,MIN,W,5,2,D,35039,CLE,2
72,COL,SFG,W,7,5,D,48341,COL,3
68,DET,TBR,L,1,9,D,36442,DET,0
70,HOU,BOS,L,5,6,N,38389,HOU,3
68,KCR,LAA,W,7,3,D,40178,KC,1
73,LAA,KCR,L,3,7,D,40178,LAA,0
70,LAD,CIN,W,8,7,D,27316,LAD,2
67,MIA,ATL,L,4,5,D,36912,MIA,1
71,MIL,SDP,W,2,1,D,34518,MIL,2
67,MIN,CLE,L,2,5,D,35039,MIN,0
68,NYM,WSN,W,5,1,D,40459,NYM,1
67,NYY,OAK,L,3,4,D,34140,NYY,2
69,OAK,NYY,W,4,3,D,34140,OAK,1
68,PHI,ARI,L,4,5,D,31131,PHI,2
69,PIT,CHC,L,1,7,D,34539,PIT,1
70,SDP,MIL,L,1,2,D,34518,SD,0
71,SEA,TEX,W,7,3,D,31552,SEA,1
71,SFG,COL,L,5,7,D,48341,SF,2
68,STL,BAL,L,5,8,D,34854,STL,4
72,TBR,DET,W,9,1,D,36442,TB,5
68,TEX,SEA,L,3,7,D,31552,TEX,1
68,TOR,CHW,W,7,3,D,46599,TOR,2
69,WSN,NYM,L,1,5,D,40459,WSH,0
69,ATL,SFG,W,9,0,N,24723,ATL,2
69,BAL,CLE,L,0,12,N,13875,BAL,0
70,BOS,KCR,L,2,4,N,27992,BOS,1
69,CHC,SDP,W,3,2,N,40802,CHC,1
69,CIN,TBR,W,7,3,N,17117,CIN,2
68,CLE,BAL,W,12,0,N,13875,CLE,2
69,DET,SEA,L,2,6,N,21517,DET,0
71,HOU,OAK,W,4,1,N,10482,HOU,3
69,KCR,BOS,W,4,2,N,27992,KC,1
71,LAD,NYM,W,10,6,N,43266,LAD,4
68,MIA,WSN,W,8,7,N,20224,MIA,2
72,MIL,PIT,L,1,8,N,25489,MIL,1
69,NYM,LAD,L,6,10,N,43266,NYM,4
70,OAK,HOU,L,1,4,N,10482,OAK,0
70,PIT,MIL,W,8,1,N,25489,PIT,1
71,SDP,CHC,L,2,3,N,40802,SD,2
72,SEA,DET,W,6,2,N,21517,SEA,3
72,SFG,ATL,L,0,9,N,24723,SF,0
73,TBR,CIN,L,3,7,N,17117,TB,2
69,TEX,TOR,L,6,7,N,25115,TEX,1
69,TOR,TEX,W,7,6,N,25115,TOR,2
70,WSN,MIA,L,7,8,N,20224,WSH,2
71,ARI,COL,L,3,4,N,35016,ARI,2
70,ATL,SFG,L,3,6,N,23823,ATL,0
70,BAL,CLE,W,6,5,N,22891,BAL,3
71,BOS,KCR,W,8,3,N,25983,BOS,0
70,CHC,SDP,W,4,0,N,41607,CHC,2
69,CHW,MIN,L,7,9,N,26095,CHW,3
70,CIN,TBR,L,5,6,N,13375,CIN,1
69,CLE,BAL,L,5,6,N,22891,CLE,1
