Entity,Code,Year,Avocados | 00000572 || Production | 005510 || tonnes
Africa,,1961,63439
Africa,,1962,65118
Africa,,1963,61760
Africa,,1964,62759
Africa,,1965,66269
Africa,,1966,68331
Africa,,1967,71416
Africa,,1968,73906
Africa,,1969,76704
Africa,,1970,78464
Africa,,1971,80181
Africa,,1972,86052
Africa,,1973,87090
Africa,,1974,97017
Africa,,1975,117384
Africa,,1976,112374
Africa,,1977,116720
Africa,,1978,120298
Africa,,1979,131592
Africa,,1980,137343
Africa,,1981,137245
Africa,,1982,140689
Africa,,1983,150873
Africa,,1984,149515
Africa,,1985,156918
Africa,,1986,168065
Africa,,1987,181384
Africa,,1988,189131
Africa,,1989,196018
Africa,,1990,205623
Africa,,1991,234461.94
Africa,,1992,239741.3
Africa,,1993,264154.53
Africa,,1994,258595.94
Africa,,1995,242995.1
Africa,,1996,257004.84
Africa,,1997,259819.86
Africa,,1998,325988.06
Africa,,1999,299752.38
Africa,,2000,401407.62
Africa,,2001,313646.88
Africa,,2002,347076.53
Africa,,2003,348166.3
Africa,,2004,355088.22
Africa,,2005,439234.34
Africa,,2006,410779.9
Africa,,2007,414582.5
Africa,,2008,442440.66
Africa,,2009,492367.3
Africa,,2010,584002.2
Africa,,2011,552134.1
Africa,,2012,566996.56
Africa,,2013,541373.25
Africa,,2014,737862.7
Africa,,2015,654604.3
Africa,,2016,696774.2
Africa,,2017,738076.3
Africa,,2018,833306.75
Africa,,2019,840557.3
Africa,,2020,1057604.1
Africa,,2021,1069854.4
Africa (FAO),,1961,63439
Africa (FAO),,1962,65118
Africa (FAO),,1963,61760
Africa (FAO),,1964,62759
Africa (FAO),,1965,66269
Africa (FAO),,1966,68331
Africa (FAO),,1967,71416
Africa (FAO),,1968,73906
Africa (FAO),,1969,76704
Africa (FAO),,1970,78464
Africa (FAO),,1971,80181
Africa (FAO),,1972,86052
Africa (FAO),,1973,87090
Africa (FAO),,1974,97017
Africa (FAO),,1975,117384
Africa (FAO),,1976,112374
Africa (FAO),,1977,116720
Africa (FAO),,1978,120298
Africa (FAO),,1979,131592
Africa (FAO),,1980,137343
Africa (FAO),,1981,137245
Africa (FAO),,1982,140689
Africa (FAO),,1983,150873
Africa (FAO),,1984,149515
Africa (FAO),,1985,156918
Africa (FAO),,1986,168065
Africa (FAO),,1987,181384
Africa (FAO),,1988,189131
Africa (FAO),,1989,196018
Africa (FAO),,1990,205623
Africa (FAO),,1991,234461.94
Africa (FAO),,1992,239741.3
Africa (FAO),,1993,264154.53
Africa (FAO),,1994,258595.92
Africa (FAO),,1995,242995.1
Africa (FAO),,1996,257004.84
Africa (FAO),,1997,259819.84
Africa (FAO),,1998,325988.06
Africa (FAO),,1999,299752.38
Africa (FAO),,2000,401407.62
Africa (FAO),,2001,313646.88
Africa (FAO),,2002,347076.5
Africa (FAO),,2003,348166.3
Africa (FAO),,2004,355088.22
Africa (FAO),,2005,439234.34
Africa (FAO),,2006,410779.9
Africa (FAO),,2007,414582.5
Africa (FAO),,2008,442440.66
Africa (FAO),,2009,492367.3
Africa (FAO),,2010,584002.1
Africa (FAO),,2011,552134.1
Africa (FAO),,2012,566996.56
Africa (FAO),,2013,541373.25
Africa (FAO),,2014,737862.7
Africa (FAO),,2015,654604.3
Africa (FAO),,2016,696774.2
Africa (FAO),,2017,738076.3
Africa (FAO),,2018,833306.75
Africa (FAO),,2019,840557.4
Africa (FAO),,2020,1057604.1
Africa (FAO),,2021,1069854.4
Americas (FAO),,1961,606374
Americas (FAO),,1962,635462
Americas (FAO),,1963,677359
Americas (FAO),,1964,671988
Americas (FAO),,1965,735599
Americas (FAO),,1966,744853
Americas (FAO),,1967,799653
Americas (FAO),,1968,813867
Americas (FAO),,1969,864539
Americas (FAO),,1970,892153
Americas (FAO),,1971,951516
Americas (FAO),,1972,964517
Americas (FAO),,1973,1006980
Americas (FAO),,1974,987423
Americas (FAO),,1975,1025527
Americas (FAO),,1976,1074940
Americas (FAO),,1977,1116159
Americas (FAO),,1978,1181506
Americas (FAO),,1979,1107440
Americas (FAO),,1980,1322627
Americas (FAO),,1981,1286035
Americas (FAO),,1982,1385101
Americas (FAO),,1983,1367342
Americas (FAO),,1984,1345298
Americas (FAO),,1985,1396329
Americas (FAO),,1986,1588211
Americas (FAO),,1987,1384050
Americas (FAO),,1988,1539730
Americas (FAO),,1989,1313268
Americas (FAO),,1990,1400577
Americas (FAO),,1991,1540306.2
Americas (FAO),,1992,1578243
Americas (FAO),,1993,1416145.8
Americas (FAO),,1994,1531465.1
Americas (FAO),,1995,1540238.5
Americas (FAO),,1996,1588682.6
Americas (FAO),,1997,1555406
Americas (FAO),,1998,1649615.5
Americas (FAO),,1999,1765160.8
Americas (FAO),,2000,1851356.1
Americas (FAO),,2001,1979661.6
Americas (FAO),,2002,2012917.1
Americas (FAO),,2003,2190594.5
Americas (FAO),,2004,2227969.2
Americas (FAO),,2005,2287834
Americas (FAO),,2006,2562182.2
Americas (FAO),,2007,2514368.2
Americas (FAO),,2008,2333474.2
Americas (FAO),,2009,2700131
Americas (FAO),,2010,2586906.2
Americas (FAO),,2011,2866880.8
Americas (FAO),,2012,3061565.5
Americas (FAO),,2013,3314795.2
Americas (FAO),,2014,3593207.2
Americas (FAO),,2015,3923440.8
Americas (FAO),,2016,4440731
Americas (FAO),,2017,4725071
Americas (FAO),,2018,4959052.5
Americas (FAO),,2019,5199004
Americas (FAO),,2020,5701208.5
Americas (FAO),,2021,6096595.5
Argentina,ARG,1961,2000
Argentina,ARG,1962,3000
Argentina,ARG,1963,2900
Argentina,ARG,1964,3030
Argentina,ARG,1965,3520
Argentina,ARG,1966,4213
Argentina,ARG,1967,4293
Argentina,ARG,1968,10525
Argentina,ARG,1969,11100
Argentina,ARG,1970,9150
Argentina,ARG,1971,9100
Argentina,ARG,1972,9200
Argentina,ARG,1973,8900
Argentina,ARG,1974,8860
Argentina,ARG,1975,6990
Argentina,ARG,1976,9050
Argentina,ARG,1977,10200
Argentina,ARG,1978,5500
Argentina,ARG,1979,6000
Argentina,ARG,1980,3200
Argentina,ARG,1981,3230
Argentina,ARG,1982,3000
Argentina,ARG,1983,3100
Argentina,ARG,1984,3300
Argentina,ARG,1985,2600
Argentina,ARG,1986,2700
Argentina,ARG,1987,3000
Argentina,ARG,1988,3000
Argentina,ARG,1989,3000
Argentina,ARG,1990,2843
Argentina,ARG,1991,3100
Argentina,ARG,1992,3200
Argentina,ARG,1993,3300
Argentina,ARG,1994,3400
Argentina,ARG,1995,3500
Argentina,ARG,1996,3416.74
Argentina,ARG,1997,3372.95
Argentina,ARG,1998,3300
Argentina,ARG,1999,3349.74
Argentina,ARG,2000,3390.76
Argentina,ARG,2001,3438.71
Argentina,ARG,2002,3500
Argentina,ARG,2003,3485.75
Argentina,ARG,2004,3433
Argentina,ARG,2005,3459.09
Argentina,ARG,2006,3450
Argentina,ARG,2007,3600
Argentina,ARG,2008,3500
Argentina,ARG,2009,3600
Argentina,ARG,2010,3726.11
Argentina,ARG,2011,3839.54
Argentina,ARG,2012,4100
Argentina,ARG,2013,4051.54
Argentina,ARG,2014,4038.59
Argentina,ARG,2015,4029.92
Argentina,ARG,2016,4027.05
Argentina,ARG,2017,4033.27
Argentina,ARG,2018,4098.56
Argentina,ARG,2019,4127.25
Argentina,ARG,2020,4150.6
Argentina,ARG,2021,4173.95
Asia,,1961,44120
Asia,,1962,44200
Asia,,1963,45450
Asia,,1964,50973
Asia,,1965,52285
Asia,,1966,68185
Asia,,1967,70461
Asia,,1968,69131
Asia,,1969,60379
Asia,,1970,55190
Asia,,1971,50789
Asia,,1972,68413
Asia,,1973,69764
Asia,,1974,90200
Asia,,1975,93968
Asia,,1976,86480
Asia,,1977,107474
Asia,,1978,98460
Asia,,1979,99425
Asia,,1980,105876
Asia,,1981,105492
Asia,,1982,116489
Asia,,1983,128300
Asia,,1984,132161
Asia,,1985,160632
Asia,,1986,160982
Asia,,1987,213571
Asia,,1988,120014
Asia,,1989,105402
Asia,,1990,160693
Asia,,1991,191691.11
Asia,,1992,234576.48
Asia,,1993,209087.23
Asia,,1994,230271.02
Asia,,1995,303474.4
Asia,,1996,313249.34
Asia,,1997,303781.38
Asia,,1998,292015.4
Asia,,1999,299415.38
Asia,,2000,340996.94
Asia,,2001,340019.22
Asia,,2002,453730.5
Asia,,2003,440498.1
Asia,,2004,434740.38
Asia,,2005,476101.62
Asia,,2006,450067.56
Asia,,2007,416676.3
Asia,,2008,429457.75
Asia,,2009,479582.62
Asia,,2010,439062.62
Asia,,2011,500217.97
Asia,,2012,525338
Asia,,2013,528098.06
Asia,,2014,564503.3
Asia,,2015,652683.25
Asia,,2016,583233.3
Asia,,2017,647136.44
Asia,,2018,800743.5
Asia,,2019,886581.44
Asia,,2020,1099595.8
Asia,,2021,1240356.5
Asia (FAO),,1961,44160
Asia (FAO),,1962,44245
Asia (FAO),,1963,45495
Asia (FAO),,1964,51018
Asia (FAO),,1965,52335
Asia (FAO),,1966,68235
Asia (FAO),,1967,70511
Asia (FAO),,1968,69181
Asia (FAO),,1969,60434
Asia (FAO),,1970,55245
Asia (FAO),,1971,50844
Asia (FAO),,1972,68468
Asia (FAO),,1973,69814
Asia (FAO),,1974,90250
Asia (FAO),,1975,94018
Asia (FAO),,1976,86535
Asia (FAO),,1977,107529
Asia (FAO),,1978,98515
Asia (FAO),,1979,99480
Asia (FAO),,1980,105934
Asia (FAO),,1981,105553
Asia (FAO),,1982,116580
Asia (FAO),,1983,128520
Asia (FAO),,1984,132411
Asia (FAO),,1985,160932
Asia (FAO),,1986,161482
Asia (FAO),,1987,214071
Asia (FAO),,1988,120564
Asia (FAO),,1989,106152
Asia (FAO),,1990,160943
Asia (FAO),,1991,192521.11
Asia (FAO),,1992,235526.48
Asia (FAO),,1993,209887.22
Asia (FAO),,1994,231021.02
Asia (FAO),,1995,304674.4
Asia (FAO),,1996,314649.34
Asia (FAO),,1997,304881.38
Asia (FAO),,1998,293115.4
Asia (FAO),,1999,300415.38
Asia (FAO),,2000,342026.94
Asia (FAO),,2001,341049.22
Asia (FAO),,2002,454760.5
Asia (FAO),,2003,441528.1
Asia (FAO),,2004,435833.38
Asia (FAO),,2005,477261.62
Asia (FAO),,2006,451117.56
Asia (FAO),,2007,417790.3
Asia (FAO),,2008,430417.75
Asia (FAO),,2009,480492.62
Asia (FAO),,2010,440029.62
Asia (FAO),,2011,501276.97
Asia (FAO),,2012,526207
Asia (FAO),,2013,529078.06
Asia (FAO),,2014,565370.3
Asia (FAO),,2015,653512.25
Asia (FAO),,2016,584043.3
Asia (FAO),,2017,647853.4
Asia (FAO),,2018,801693.5
Asia (FAO),,2019,887491.44
Asia (FAO),,2020,1100535.8
Asia (FAO),,2021,1241566.5
Australia,AUS,1961,400
Australia,AUS,1962,400
Australia,AUS,1963,500
Australia,AUS,1964,500
Australia,AUS,1965,600
Australia,AUS,1966,600
Australia,AUS,1967,700
Australia,AUS,1968,700
Australia,AUS,1969,800
Australia,AUS,1970,800
Australia,AUS,1971,900
Australia,AUS,1972,941
Australia,AUS,1973,688
Australia,AUS,1974,664
Australia,AUS,1975,710
Australia,AUS,1976,570
Australia,AUS,1977,662
Australia,AUS,1978,980
Australia,AUS,1979,1400
Australia,AUS,1980,1700
Australia,AUS,1981,2400
Australia,AUS,1982,3400
Australia,AUS,1983,5400
Australia,AUS,1984,6200
Australia,AUS,1985,7000
Australia,AUS,1986,9700
Australia,AUS,1987,9798
Australia,AUS,1988,11082
Australia,AUS,1989,11414
Australia,AUS,1990,12005
Australia,AUS,1991,11542
Australia,AUS,1992,12925
Australia,AUS,1993,12925
Australia,AUS,1994,14000
Australia,AUS,1995,15640
Australia,AUS,1996,16416
Australia,AUS,1997,20072
Australia,AUS,1998,20174
Australia,AUS,1999,24311
Australia,AUS,2000,23976
Australia,AUS,2001,29834
Australia,AUS,2002,28485
Australia,AUS,2003,40531
Australia,AUS,2004,41897
Australia,AUS,2005,32634
Australia,AUS,2006,34452
Australia,AUS,2007,47238
Australia,AUS,2008,45000
Australia,AUS,2009,38478
Australia,AUS,2010,42485.57
Australia,AUS,2011,36325
Australia,AUS,2012,48951
Australia,AUS,2013,52982
Australia,AUS,2014,43969
Australia,AUS,2015,49397
Australia,AUS,2016,67600
Australia,AUS,2017,56501
Australia,AUS,2018,63486
Australia,AUS,2019,79533
Australia,AUS,2020,77295.29
Australia,AUS,2021,85986.23
Austria,AUT,2018,0
Austria,AUT,2019,0
Austria,AUT,2020,0
Austria,AUT,2021,0
Bahamas,BHS,1991,0
Bahamas,BHS,1992,0
Bahamas,BHS,1993,0
Bahamas,BHS,1994,0
Bahamas,BHS,1995,0
Bahamas,BHS,1996,0
Bahamas,BHS,1997,0
Bahamas,BHS,1998,0
Bahamas,BHS,1999,0
Bahamas,BHS,2000,0
Bahamas,BHS,2001,0
Bahamas,BHS,2002,0
Bahamas,BHS,2003,0
Bahamas,BHS,2004,0
Bahamas,BHS,2005,0
Bahamas,BHS,2006,0
Bahamas,BHS,2007,0
Bahamas,BHS,2008,0
Bahamas,BHS,2009,0
Bahamas,BHS,2010,1200
Bahamas,BHS,2011,1216
Bahamas,BHS,2012,1232
Bahamas,BHS,2013,1265.75
Bahamas,BHS,2014,1300
Bahamas,BHS,2015,1331.8
Bahamas,BHS,2016,1363.42
Bahamas,BHS,2017,1394.98
Bahamas,BHS,2018,1363.4
Bahamas,BHS,2019,1373.94
Bahamas,BHS,2020,1377.44
Bahamas,BHS,2021,1371.59
Barbados,BRB,1961,160
Barbados,BRB,1962,155
Barbados,BRB,1963,160
Barbados,BRB,1964,175
Barbados,BRB,1965,180
Barbados,BRB,1966,181
Barbados,BRB,1967,200
Barbados,BRB,1968,220
Barbados,BRB,1969,299
Barbados,BRB,1970,260
Barbados,BRB,1971,271
Barbados,BRB,1972,290
Barbados,BRB,1973,310
Barbados,BRB,1974,330
Barbados,BRB,1975,350
Barbados,BRB,1976,360
Barbados,BRB,1977,370
Barbados,BRB,1978,380
Barbados,BRB,1979,390
Barbados,BRB,1980,400
Barbados,BRB,1981,410
Barbados,BRB,1982,420
Barbados,BRB,1983,430
Barbados,BRB,1984,440
Barbados,BRB,1985,450
Barbados,BRB,1986,460
Barbados,BRB,1987,460
Barbados,BRB,1988,470
Barbados,BRB,1989,470
Barbados,BRB,1990,470
Barbados,BRB,1991,470
Barbados,BRB,1992,470
Barbados,BRB,1993,470
Barbados,BRB,1994,470
Barbados,BRB,1995,470
Barbados,BRB,1996,470
Barbados,BRB,1997,470
Barbados,BRB,1998,470
Barbados,BRB,1999,390
Barbados,BRB,2000,440
Barbados,BRB,2001,470
Barbados,BRB,2002,490
Barbados,BRB,2003,510
Barbados,BRB,2004,530
Barbados,BRB,2005,550
Barbados,BRB,2006,580
Barbados,BRB,2007,580
Barbados,BRB,2008,600
Barbados,BRB,2009,624.08
Barbados,BRB,2010,649.14
Barbados,BRB,2011,671.24
Barbados,BRB,2012,700
Barbados,BRB,2013,697.46
Barbados,BRB,2014,700
Barbados,BRB,2015,711.05
Barbados,BRB,2016,725.14
Barbados,BRB,2017,738.06
Barbados,BRB,2018,724.75
Barbados,BRB,2019,729.32
Barbados,BRB,2020,730.71
Barbados,BRB,2021,728.26
Belgium,BEL,2018,0
Belgium,BEL,2019,0
Belgium,BEL,2020,0
Belgium,BEL,2021,0
Bhutan,BTN,2016,0
Bhutan,BTN,2017,44.47
Bhutan,BTN,2018,63.45
Bhutan,BTN,2019,61.19
Bhutan,BTN,2020,111.8
Bhutan,BTN,2021,73
Bolivia,BOL,1961,1500
Bolivia,BOL,1962,1610
Bolivia,BOL,1963,1650
Bolivia,BOL,1964,1760
Bolivia,BOL,1965,1570
Bolivia,BOL,1966,1800
Bolivia,BOL,1967,1830
Bolivia,BOL,1968,1860
Bolivia,BOL,1969,1920
Bolivia,BOL,1970,1950
Bolivia,BOL,1971,2040
Bolivia,BOL,1972,2200
Bolivia,BOL,1973,2200
Bolivia,BOL,1974,2400
Bolivia,BOL,1975,2900
Bolivia,BOL,1976,2905
Bolivia,BOL,1977,2905
Bolivia,BOL,1978,2035
Bolivia,BOL,1979,3235
Bolivia,BOL,1980,3260
Bolivia,BOL,1981,3095
Bolivia,BOL,1982,3640
Bolivia,BOL,1983,3633
Bolivia,BOL,1984,4355
Bolivia,BOL,1985,4156
Bolivia,BOL,1986,4264
Bolivia,BOL,1987,4375
Bolivia,BOL,1988,5300
Bolivia,BOL,1989,5250
Bolivia,BOL,1990,5410
Bolivia,BOL,1991,5550
Bolivia,BOL,1992,5695
Bolivia,BOL,1993,5835
Bolivia,BOL,1994,5960
Bolivia,BOL,1995,5960
Bolivia,BOL,1996,6110
Bolivia,BOL,1997,6230
Bolivia,BOL,1998,6230
Bolivia,BOL,1999,7500
Bolivia,BOL,2000,7600
Bolivia,BOL,2001,7610
Bolivia,BOL,2002,7612
Bolivia,BOL,2003,2977
Bolivia,BOL,2004,3046
Bolivia,BOL,2005,3120
Bolivia,BOL,2006,3197
Bolivia,BOL,2007,3242
Bolivia,BOL,2008,3306
Bolivia,BOL,2009,5568
Bolivia,BOL,2010,5513.78
Bolivia,BOL,2011,5426.35
Bolivia,BOL,2012,5541.41
Bolivia,BOL,2013,5680.69
Bolivia,BOL,2014,11873
Bolivia,BOL,2015,12032
Bolivia,BOL,2016,12497
Bolivia,BOL,2017,12509
Bolivia,BOL,2018,12452.24
Bolivia,BOL,2019,12690
Bolivia,BOL,2020,12477
Bolivia,BOL,2021,12443.24
Bosnia and Herzegovina,BIH,1992,0
Bosnia and Herzegovina,BIH,1993,0
Bosnia and Herzegovina,BIH,1994,0
Bosnia and Herzegovina,BIH,1995,0
Bosnia and Herzegovina,BIH,1996,0
Bosnia and Herzegovina,BIH,1997,0
Bosnia and Herzegovina,BIH,1998,0
Bosnia and Herzegovina,BIH,1999,0
Bosnia and Herzegovina,BIH,2000,0
Bosnia and Herzegovina,BIH,2001,0
Bosnia and Herzegovina,BIH,2002,0
Bosnia and Herzegovina,BIH,2003,0
Bosnia and Herzegovina,BIH,2004,0
Bosnia and Herzegovina,BIH,2005,1100
Bosnia and Herzegovina,BIH,2006,1100
Bosnia and Herzegovina,BIH,2007,1000
Bosnia and Herzegovina,BIH,2008,1031.41
Bosnia and Herzegovina,BIH,2009,1031.12
Bosnia and Herzegovina,BIH,2010,1000
Bosnia and Herzegovina,BIH,2011,1033.86
Bosnia and Herzegovina,BIH,2012,1100
Bosnia and Herzegovina,BIH,2013,1100
Bosnia and Herzegovina,BIH,2014,1000
Bosnia and Herzegovina,BIH,2015,1023.56
Bosnia and Herzegovina,BIH,2016,1033.85
Bosnia and Herzegovina,BIH,2017,1037.19
Bosnia and Herzegovina,BIH,2018,1034.89
Bosnia and Herzegovina,BIH,2019,1036.83
Bosnia and Herzegovina,BIH,2020,1036.25
Bosnia and Herzegovina,BIH,2021,1035.68
Brazil,BRA,1961,82500
Brazil,BRA,1962,93750
Brazil,BRA,1963,100000
Brazil,BRA,1964,100406
Brazil,BRA,1965,110780
Brazil,BRA,1966,117459
Brazil,BRA,1967,128016
Brazil,BRA,1968,140249
Brazil,BRA,1969,143852
Brazil,BRA,1970,153173
Brazil,BRA,1971,161527
Brazil,BRA,1972,182924
Brazil,BRA,1973,125355
Brazil,BRA,1974,134378
Brazil,BRA,1975,145837
Brazil,BRA,1976,139674
Brazil,BRA,1977,139520
Brazil,BRA,1978,128221
Brazil,BRA,1979,132206
Brazil,BRA,1980,133956
Brazil,BRA,1981,135638
Brazil,BRA,1982,141542
Brazil,BRA,1983,142512
Brazil,BRA,1984,147824
Brazil,BRA,1985,126446
Brazil,BRA,1986,122291
Brazil,BRA,1987,114637
Brazil,BRA,1988,114372
Brazil,BRA,1989,114923
Brazil,BRA,1990,118635
Brazil,BRA,1991,111340
Brazil,BRA,1992,111742
Brazil,BRA,1993,105801
Brazil,BRA,1994,102644
Brazil,BRA,1995,93767
Brazil,BRA,1996,80733
Brazil,BRA,1997,84043
Brazil,BRA,1998,84231
Brazil,BRA,1999,86418
Brazil,BRA,2000,86146
Brazil,BRA,2001,154224
Brazil,BRA,2002,173948
Brazil,BRA,2003,156661
Brazil,BRA,2004,170534
Brazil,BRA,2005,169335
Brazil,BRA,2006,164441
Brazil,BRA,2007,154096
Brazil,BRA,2008,147214
Brazil,BRA,2009,139089
Brazil,BRA,2010,153189
Brazil,BRA,2011,160376
Brazil,BRA,2012,159903
Brazil,BRA,2013,157482
Brazil,BRA,2014,156699
Brazil,BRA,2015,180652
Brazil,BRA,2016,196545
Brazil,BRA,2017,212873
Brazil,BRA,2018,236177
Brazil,BRA,2019,242723
Brazil,BRA,2020,266784
Brazil,BRA,2021,300894
Bulgaria,BGR,2018,0
Bulgaria,BGR,2019,0
Bulgaria,BGR,2020,0
Bulgaria,BGR,2021,0
Cameroon,CMR,1961,12000
Cameroon,CMR,1962,13000
Cameroon,CMR,1963,13000
Cameroon,CMR,1964,14000
Cameroon,CMR,1965,14000
Cameroon,CMR,1966,15000
Cameroon,CMR,1967,15000
Cameroon,CMR,1968,16000
Cameroon,CMR,1969,16000
Cameroon,CMR,1970,17000
Cameroon,CMR,1971,18000
Cameroon,CMR,1972,20000
Cameroon,CMR,1973,15000
Cameroon,CMR,1974,15000
Cameroon,CMR,1975,20000
Cameroon,CMR,1976,20000
Cameroon,CMR,1977,21000
Cameroon,CMR,1978,22000
Cameroon,CMR,1979,23000
Cameroon,CMR,1980,24000
Cameroon,CMR,1981,25000
Cameroon,CMR,1982,26000
Cameroon,CMR,1983,27000
Cameroon,CMR,1984,28000
Cameroon,CMR,1985,29000
Cameroon,CMR,1986,30000
Cameroon,CMR,1987,32000
Cameroon,CMR,1988,33000
Cameroon,CMR,1989,34000
Cameroon,CMR,1990,35000
Cameroon,CMR,1991,38000
Cameroon,CMR,1992,40000
Cameroon,CMR,1993,42000
Cameroon,CMR,1994,44000
Cameroon,CMR,1995,45000
Cameroon,CMR,1996,46000
Cameroon,CMR,1997,47000
Cameroon,CMR,1998,48000
Cameroon,CMR,1999,49000
Cameroon,CMR,2000,50000
Cameroon,CMR,2001,50563.24
Cameroon,CMR,2002,52000
Cameroon,CMR,2003,52183.89
Cameroon,CMR,2004,53000
Cameroon,CMR,2005,54283.97
Cameroon,CMR,2006,55000
Cameroon,CMR,2007,53000
Cameroon,CMR,2008,55000
Cameroon,CMR,2009,54000
Cameroon,CMR,2010,56000
Cameroon,CMR,2011,61887.35
Cameroon,CMR,2012,72000
Cameroon,CMR,2013,73699.74
Cameroon,CMR,2014,74248.19
Cameroon,CMR,2015,71719.29
Cameroon,CMR,2016,73222.4
Cameroon,CMR,2017,74133.75
Cameroon,CMR,2018,76019.68
Cameroon,CMR,2019,74458.61
Cameroon,CMR,2020,74870.68
Cameroon,CMR,2021,75116.32
Caribbean (FAO),,1961,193119
Caribbean (FAO),,1962,193861
Caribbean (FAO),,1963,198099
Caribbean (FAO),,1964,208573
Caribbean (FAO),,1965,204190
Caribbean (FAO),,1966,185375
Caribbean (FAO),,1967,202541
Caribbean (FAO),,1968,193785
Caribbean (FAO),,1969,197092
Caribbean (FAO),,1970,199171
Caribbean (FAO),,1971,197129
Caribbean (FAO),,1972,205790
Caribbean (FAO),,1973,210017
Caribbean (FAO),,1974,213710
Caribbean (FAO),,1975,218990
Caribbean (FAO),,1976,218893
Caribbean (FAO),,1977,217894
Caribbean (FAO),,1978,225772
Caribbean (FAO),,1979,219615
Caribbean (FAO),,1980,207020
Caribbean (FAO),,1981,212857
Caribbean (FAO),,1982,226899
Caribbean (FAO),,1983,229330
Caribbean (FAO),,1984,227010
Caribbean (FAO),,1985,214226
Caribbean (FAO),,1986,219368
Caribbean (FAO),,1987,213886
Caribbean (FAO),,1988,204747
Caribbean (FAO),,1989,216983
Caribbean (FAO),,1990,85586
Caribbean (FAO),,1991,91638.59
Caribbean (FAO),,1992,76467.03
Caribbean (FAO),,1993,77977.8
Caribbean (FAO),,1994,91750.77
Caribbean (FAO),,1995,110894.49
Caribbean (FAO),,1996,74951.83
Caribbean (FAO),,1997,96650.11
Caribbean (FAO),,1998,122346.53
Caribbean (FAO),,1999,132907.31
Caribbean (FAO),,2000,142724.8
Caribbean (FAO),,2001,169558.19
Caribbean (FAO),,2002,211778.38
Caribbean (FAO),,2003,339310.3
Caribbean (FAO),,2004,283995.72
Caribbean (FAO),,2005,180122.44
Caribbean (FAO),,2006,284129.4
Caribbean (FAO),,2007,253977.38
Caribbean (FAO),,2008,245652.56
Caribbean (FAO),,2009,252510.89
Caribbean (FAO),,2010,360922
Caribbean (FAO),,2011,378706.5
Caribbean (FAO),,2012,381712.66
Caribbean (FAO),,2013,487243.8
Caribbean (FAO),,2014,622015.44
Caribbean (FAO),,2015,725935.9
Caribbean (FAO),,2016,964487.3
Caribbean (FAO),,2017,948730.7
Caribbean (FAO),,2018,910373.56
Caribbean (FAO),,2019,875668.9
Caribbean (FAO),,2020,810335.7
Caribbean (FAO),,2021,893457.75
Central African Republic,CAF,1961,200
Central African Republic,CAF,1962,200
Central African Republic,CAF,1963,200
Central African Republic,CAF,1964,200
Central African Republic,CAF,1965,250
Central African Republic,CAF,1966,250
Central African Republic,CAF,1967,260
Central African Republic,CAF,1968,250
Central African Republic,CAF,1969,300
Central African Republic,CAF,1970,300
Central African Republic,CAF,1971,350
Central African Republic,CAF,1972,350
Central African Republic,CAF,1973,400
Central African Republic,CAF,1974,500
Central African Republic,CAF,1975,600
Central African Republic,CAF,1976,700
Central African Republic,CAF,1977,800
Central African Republic,CAF,1978,900
Central African Republic,CAF,1979,1000
Central African Republic,CAF,1980,1000
Central African Republic,CAF,1981,1100
Central African Republic,CAF,1982,1100
Central African Republic,CAF,1983,1200
Central African Republic,CAF,1984,1300
Central African Republic,CAF,1985,1300
Central African Republic,CAF,1986,1400
Central African Republic,CAF,1987,1700
Central African Republic,CAF,1988,2000
Central African Republic,CAF,1989,2600
Central African Republic,CAF,1990,2800
Central African Republic,CAF,1991,3000
Central African Republic,CAF,1992,3200
Central African Republic,CAF,1993,3500
Central African Republic,CAF,1994,3800
Central African Republic,CAF,1995,4000
Central African Republic,CAF,1996,4100
Central African Republic,CAF,1997,4200
Central African Republic,CAF,1998,4300
Central African Republic,CAF,1999,4400
Central African Republic,CAF,2000,4500
Central African Republic,CAF,2001,4600
Central African Republic,CAF,2002,4500
Central African Republic,CAF,2003,4400
Central African Republic,CAF,2004,4428.72
Central African Republic,CAF,2005,4473.81
Central African Republic,CAF,2006,4500
Central African Republic,CAF,2007,4600
Central African Republic,CAF,2008,4700
Central African Republic,CAF,2009,4800
Central African Republic,CAF,2010,5000
Central African Republic,CAF,2011,5597.58
Central African Republic,CAF,2012,6300
Central African Republic,CAF,2013,6500
Central African Republic,CAF,2014,7190.88
Central African Republic,CAF,2015,7855.88
Central African Republic,CAF,2016,8800
Central African Republic,CAF,2017,7948.92
Central African Republic,CAF,2018,8201.6
Central African Republic,CAF,2019,8316.84
Central African Republic,CAF,2020,8155.79
Central African Republic,CAF,2021,8224.74
Central America (FAO),,1961,155943
Central America (FAO),,1962,163617
Central America (FAO),,1963,182869
Central America (FAO),,1964,186481
Central America (FAO),,1965,219214
Central America (FAO),,1966,230255
Central America (FAO),,1967,236311
Central America (FAO),,1968,257474
Central America (FAO),,1969,269612
Central America (FAO),,1970,291435
Central America (FAO),,1971,304301
Central America (FAO),,1972,306670
Central America (FAO),,1973,363643
Central America (FAO),,1974,339490
Central America (FAO),,1975,360668
Central America (FAO),,1976,361768
Central America (FAO),,1977,418910
Central America (FAO),,1978,482018
Central America (FAO),,1979,448089
Central America (FAO),,1980,529273
Central America (FAO),,1981,551172
Central America (FAO),,1982,571424
Central America (FAO),,1983,513254
Central America (FAO),,1984,527621
